days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
,,,,,,,,200.0,60.0,1055.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,14.27,18.36,14.82,15.95,18.41,17.3,14.92,15.8,9.79,16.66,19.04,16.13,7.65,18.92,19.43,20.59,19.97,11.67,13.42,13.85,12.44,13.74,15.94,17.62,22.39,15.71,17.7,19.14,18.05,14.36,15.85,12.22,13.79,18.46,13.33,17.77,16.98,17.75,13.85,19.64,14.98,18.67,12.39,14.17,12.24,18.6,15.89,18.59,15.13,16.57,14.34,14.83,15.07,18.51,13.19,21.13,18.6,16.93,18.33,14.74,13.54,11.47,20.31,10.22,22.49,5.47,12.67,14.39,15.85,13.3,17.6,18.13,15.71,16.75,18.21,16.1,15.33,9.0,14.22,9.29,18.11,10.2,13.65,16.07,11.59,10.21,10.73,13.49,12.25,20.42,14.61,9.27,16.72,9.97,19.66,20.16,17.43,11.23,14.57,15.8,,,,,,,1.08
,,,,,,,,200.0,60.0,1620.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,6.18,7.88,6.11,6.38,7.26,6.61,7.16,6.47,3.33,6.38,8.12,6.82,3.68,7.19,9.09,7.51,7.85,3.6,5.85,5.99,4.94,5.33,6.24,6.52,8.78,5.34,6.88,7.19,6.47,5.65,6.73,5.08,5.9,7.15,4.18,6.64,6.75,6.87,5.64,6.82,7.1,8.35,5.35,6.49,4.94,7.15,5.61,6.1,5.72,8.11,5.83,6.26,6.2,7.68,5.34,8.79,6.62,6.57,8.24,6.19,5.87,5.82,7.03,4.42,7.99,2.13,6.75,5.93,6.22,5.75,6.79,6.88,6.41,6.73,7.61,6.52,6.02,3.89,6.19,2.91,7.21,3.46,5.97,6.16,4.3,4.89,4.56,4.99,5.87,7.37,6.7,4.74,6.31,4.0,7.39,7.93,6.65,3.55,6.19,6.26,,,,,,,1.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.61,3.17,2.52,0.11,6.18,2.7,2.61,2.13,6.36,3.05,5.96,2.93,2.4,1.78,0.0,5.3,5.22,7.39,8.03,1.99,1.86,3.93,6.8,2.36,3.16,5.28,0.0,2.13,1.75,2.74,3.39,1.51,1.81,6.4,0.65,3.82,1.57,1.95,0.0,3.8,0.0,0.74,5.46,2.11,0.0,3.06,0.0,0.5,2.32,1.13,4.47,4.18,2.98,4.39,0.0,3.25,1.67,1.55,4.65,5.88,4.77,3.35,3.04,1.66,3.15,2.42,2.01,5.63,0.0,1.15,5.73,5.51,3.32,7.54,1.4,0.0,1.08,7.6,6.22,5.68,4.52,4.51,1.31,7.75,0.0,0.32,0.0,3.59,3.01,3.53,2.98,2.25,0.0,4.06,2.25,2.5,4.71,0.39,2.73,,,,,,,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08,3.63,13.36,13.08,2.29,22.22,10.46,9.82,9.68,20.74,11.88,22.69,12.51,9.55,9.84,2.28,21.35,19.27,26.67,25.78,10.41,7.97,14.29,22.89,8.79,14.9,18.95,0.0,10.02,8.72,10.43,14.47,6.11,7.99,22.83,3.59,17.69,6.01,6.54,0.0,14.2,3.14,4.99,20.85,9.06,0.0,10.3,0.54,3.43,9.85,5.85,15.29,14.51,10.56,15.93,0.0,13.2,8.42,8.86,17.17,21.03,18.99,15.61,13.94,7.27,11.92,10.63,8.55,20.05,0.0,6.1,20.09,18.75,14.31,25.41,8.43,0.0,4.27,29.51,21.11,20.29,16.83,18.77,7.06,27.45,0.0,1.37,0.0,13.28,12.69,17.17,12.68,9.66,0.0,14.27,9.83,13.92,18.53,2.81,11.35,,,,,,,1.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22,11.91,32.37,34.5,12.71,50.78,22.01,29.31,23.29,48.42,30.08,55.76,34.75,26.63,30.93,12.47,47.35,41.7,55.46,57.87,28.15,25.13,34.44,47.5,24.06,37.16,44.58,0.56,25.51,25.44,26.58,36.66,22.26,18.89,55.66,15.06,43.58,19.71,16.4,0.0,27.86,13.7,14.22,52.05,26.96,0.58,28.04,4.34,9.81,32.07,20.02,36.45,26.0,30.49,39.57,5.74,33.07,24.75,25.88,38.15,46.61,45.5,35.58,29.14,19.11,30.24,26.19,32.82,46.37,6.59,17.19,47.6,46.87,34.18,60.18,26.34,5.14,16.88,67.03,53.95,44.28,39.49,39.07,21.35,65.41,0.0,9.69,0.0,32.78,32.09,40.49,30.75,23.01,0.85,35.59,18.63,30.09,43.6,7.99,31.61,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,30.25,35.16,51.19,58.02,25.78,84.82,45.66,60.89,48.56,69.79,51.37,102.44,63.42,45.64,62.8,16.47,97.73,62.24,84.78,106.16,55.78,42.43,66.88,77.32,42.42,63.01,85.55,19.52,45.43,51.49,48.65,59.61,52.46,25.88,94.96,31.68,77.02,39.73,42.56,0.0,49.3,32.95,25.9,87.37,45.74,21.59,50.68,13.14,26.08,62.39,38.96,54.94,54.16,54.85,72.52,16.57,47.93,42.1,54.08,66.8,77.65,80.98,60.28,56.3,43.14,47.43,42.82,51.94,75.58,26.23,28.91,77.81,79.81,66.95,95.1,43.93,14.71,49.2,109.96,91.33,70.55,63.4,72.09,40.35,101.3,14.78,18.89,10.5,59.76,61.59,74.72,57.23,39.12,16.59,63.72,28.78,60.23,71.82,36.86,57.98,,,,,,,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,54.42,61.32,67.78,70.33,40.38,112.97,75.92,75.77,74.17,90.09,74.06,127.6,80.71,56.79,87.73,19.7,126.65,94.95,107.39,141.1,78.71,68.22,89.57,109.02,59.91,81.68,105.06,40.61,66.07,78.18,73.34,83.82,78.23,45.37,135.15,59.42,96.44,57.85,72.37,15.24,67.33,48.45,44.61,118.92,64.26,43.66,70.78,22.82,41.23,84.78,62.13,69.17,71.1,85.48,97.15,34.69,72.37,61.5,81.88,86.59,101.71,96.97,75.6,73.36,55.39,59.19,66.27,61.41,91.69,53.23,30.92,104.51,98.95,87.09,108.92,75.21,4.08,77.83,134.11,120.16,92.33,84.86,106.06,65.94,129.22,46.82,34.04,32.64,77.09,79.7,112.62,82.99,55.64,31.13,97.91,44.23,89.16,85.41,62.58,68.69,,,,,,,1.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,59.13,66.2,79.07,77.63,62.21,113.26,90.15,71.07,77.71,79.48,79.41,126.84,84.54,68.09,76.83,23.54,129.21,107.79,118.44,139.17,94.39,81.31,93.96,110.27,79.05,81.95,105.93,50.78,69.05,80.93,66.91,96.64,91.12,40.96,125.38,58.54,114.4,68.57,80.81,18.67,90.87,53.87,53.32,129.67,62.79,60.49,80.26,32.22,52.87,93.67,63.44,67.56,73.94,88.67,98.85,44.04,89.95,46.75,86.93,96.5,113.84,95.89,84.26,75.42,67.51,50.33,86.77,58.04,95.79,57.72,46.12,115.42,116.95,88.18,114.11,85.96,14.14,85.31,134.55,122.7,90.79,81.87,111.06,85.8,126.88,57.72,47.36,56.65,87.38,101.07,108.55,98.76,47.41,27.11,98.42,50.01,100.22,105.4,71.75,72.44,,,,,,,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,70.73,72.91,88.29,96.35,98.14,119.48,106.36,87.29,82.65,75.6,83.23,139.66,70.62,70.7,83.05,51.95,134.64,110.22,120.48,143.9,93.67,89.33,88.41,106.49,80.35,99.05,111.03,72.49,57.18,98.3,86.11,119.5,108.36,54.01,122.51,66.97,108.43,71.08,98.47,27.13,101.97,67.89,79.12,131.55,76.5,81.31,90.72,50.18,72.23,97.21,79.03,74.22,81.33,101.93,119.78,65.22,97.39,62.91,112.13,88.44,121.07,90.85,108.89,75.29,93.25,60.4,99.22,55.49,102.34,93.67,64.32,119.91,121.09,95.69,125.85,104.47,26.69,89.18,140.42,121.44,97.38,82.95,110.94,80.82,134.2,75.86,68.98,55.17,92.22,112.8,113.07,114.47,67.1,34.9,118.25,53.78,114.54,118.41,81.72,83.71,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,72.71,76.19,86.82,100.86,109.36,111.24,117.4,88.94,96.82,75.05,78.04,124.06,59.99,87.18,78.05,60.32,111.74,97.0,97.92,134.63,92.78,80.69,95.69,97.56,85.2,95.73,115.78,78.47,60.82,92.98,70.71,113.05,105.69,80.14,124.95,52.59,100.23,64.11,112.84,37.01,99.79,83.01,95.24,109.14,79.65,80.25,106.9,58.4,64.71,106.9,81.27,92.64,82.5,94.57,110.95,69.73,100.33,63.79,123.01,86.49,110.54,105.84,112.1,85.59,95.5,47.72,98.74,73.38,84.59,105.76,68.39,99.37,122.76,86.78,127.08,97.09,42.26,84.65,130.28,114.18,91.78,80.17,107.95,80.42,127.77,66.31,70.7,71.98,88.43,106.75,87.5,105.62,72.28,43.35,127.28,56.35,102.9,107.27,89.05,89.58,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99,69.13,72.93,89.84,92.63,95.03,96.32,68.42,82.84,56.81,65.65,103.4,63.67,85.75,64.45,62.7,81.49,70.73,83.05,112.34,88.2,56.17,87.64,78.52,66.63,79.06,90.04,61.22,60.04,67.34,55.23,94.41,89.11,75.09,91.16,45.71,77.07,48.89,86.59,48.75,76.73,70.45,81.23,94.91,74.96,66.06,85.43,47.71,52.11,88.35,75.39,68.66,68.65,68.79,81.69,62.82,69.77,63.6,101.59,66.02,108.99,96.6,101.16,74.9,84.38,47.15,80.45,67.66,74.11,89.11,62.8,70.73,93.47,66.25,112.19,71.64,57.5,60.27,96.03,87.57,82.89,84.02,86.19,59.82,95.68,55.32,59.39,65.54,75.05,79.13,65.77,81.17,63.06,52.49,106.19,49.73,75.9,90.41,76.03,75.58,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,40.94,47.65,57.88,60.97,57.36,59.7,45.78,49.47,35.63,41.5,55.42,40.4,49.61,46.51,39.65,50.8,37.6,56.17,68.19,49.57,33.55,56.5,47.16,45.81,49.98,49.26,38.45,33.96,34.37,33.04,49.5,58.78,48.43,60.36,35.36,43.79,31.9,52.31,34.03,42.55,34.4,49.3,54.34,46.49,36.18,46.79,34.05,36.28,47.97,47.26,40.76,41.57,36.98,48.1,34.33,37.08,35.93,58.41,37.91,58.36,53.29,58.06,46.84,51.09,37.84,49.65,32.67,48.4,50.31,39.93,48.13,59.88,33.84,60.42,41.72,44.52,39.09,61.26,49.66,51.36,50.29,51.7,41.67,60.22,40.86,41.34,47.32,43.57,47.85,40.62,44.06,46.18,35.53,54.91,36.5,48.67,59.14,40.07,44.95,,,,,,,1.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,8.27,14.51,19.89,18.9,19.01,18.37,14.17,14.75,12.81,15.24,20.5,15.66,14.69,14.72,14.0,18.27,13.9,20.16,20.32,16.03,13.46,17.61,17.54,17.83,15.75,16.78,10.34,12.07,10.73,11.6,13.49,17.64,17.24,21.32,13.98,16.12,10.0,17.64,12.3,16.1,14.2,14.13,16.28,13.42,12.79,13.89,11.26,13.69,15.06,16.07,13.28,14.37,11.07,15.71,11.73,13.28,11.25,18.08,13.3,16.39,18.48,19.27,12.76,18.2,12.13,16.4,10.11,17.23,17.08,13.93,15.68,17.6,13.03,19.31,13.71,16.97,15.73,20.64,17.25,14.95,15.63,15.54,15.6,19.61,13.0,12.41,14.16,15.25,18.77,14.3,17.29,13.56,12.98,17.01,12.77,15.38,19.78,14.77,13.75,,,,,,,1.08
