days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
,,,,,,,,200.0,60.0,1606.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,15.08,15.37,13.81,18.77,15.48,11.95,10.86,19.47,12.22,14.26,13.7,14.64,11.58,20.05,11.79,16.11,7.34,9.96,15.52,19.19,9.03,14.99,17.3,14.1,13.76,11.83,18.48,21.83,15.67,17.79,12.3,12.08,14.55,14.02,10.75,17.4,9.41,11.46,15.68,18.74,15.67,10.75,14.81,14.06,11.95,15.07,15.61,12.93,18.96,12.09,16.24,17.98,19.11,19.69,13.11,14.33,18.01,14.14,17.55,13.26,12.33,11.25,12.61,10.94,10.45,17.88,15.03,14.6,16.11,17.56,12.57,16.19,20.5,12.83,17.5,18.94,15.39,14.97,12.85,13.1,12.02,13.45,15.56,13.23,14.08,19.21,14.07,11.99,12.55,13.1,8.72,11.77,11.87,15.03,9.64,8.7,19.85,17.65,16.44,14.85,,,,,,,1.08
,,,,,,,,200.0,60.0,348.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,5.79,6.43,6.16,7.83,6.46,5.03,4.07,7.45,4.97,6.41,5.91,5.56,4.13,7.34,4.31,6.72,3.68,3.01,5.56,7.37,4.0,6.26,7.22,5.76,5.58,3.84,6.59,7.94,6.28,7.45,5.21,4.69,5.47,6.21,3.85,7.51,4.35,4.8,7.29,6.95,6.12,3.63,5.23,6.39,4.61,6.72,6.48,5.96,6.83,4.91,6.31,7.07,7.98,7.89,5.06,5.9,7.2,4.99,7.33,4.95,4.46,4.48,5.24,3.66,4.98,6.56,5.69,5.21,6.13,6.81,5.27,5.99,7.77,6.79,6.73,7.34,6.94,6.23,5.88,4.24,5.06,6.04,5.95,5.75,5.63,7.22,6.54,3.85,5.4,4.36,3.97,4.17,3.85,5.23,3.46,3.72,7.52,7.3,6.89,7.05,,,,,,,1.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,3.46,2.86,1.17,0.0,2.99,3.04,1.46,0.93,0.2,0.86,5.94,3.72,0.42,2.68,8.01,0.0,4.92,3.76,5.28,2.26,1.83,2.31,6.32,0.0,2.2,0.04,2.34,4.39,1.69,4.23,1.65,1.08,0.0,2.27,0.0,6.84,0.9,0.52,0.0,1.97,4.15,0.79,4.09,1.54,3.16,2.74,2.46,0.3,4.66,3.31,0.81,0.0,5.78,2.35,3.42,4.04,5.83,6.02,6.88,3.04,0.0,4.4,4.45,2.01,2.87,4.63,1.66,0.0,4.1,0.0,4.63,0.0,4.64,4.81,7.09,3.71,3.94,2.03,7.07,0.0,3.14,0.0,4.4,4.97,3.63,7.3,1.13,0.0,2.1,4.54,0.32,0.76,5.15,3.08,5.24,3.88,3.65,3.34,2.88,,,,,,,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.06,11.31,11.93,4.59,0.0,10.82,13.24,6.21,4.92,5.42,4.41,21.45,13.21,2.07,11.14,28.18,0.61,17.41,13.08,21.21,9.88,7.66,10.47,22.76,0.0,9.13,3.62,10.7,19.63,6.84,15.73,5.45,6.48,0.0,10.06,0.0,22.51,3.63,4.64,0.0,9.95,16.13,3.71,15.17,6.36,11.66,12.74,12.12,4.29,16.56,13.43,4.07,1.29,21.26,9.56,13.27,15.36,21.95,20.75,23.36,11.61,0.0,19.31,19.25,7.89,10.53,15.21,9.8,0.0,14.9,0.0,16.47,0.0,17.28,16.85,26.97,12.66,14.09,7.98,25.22,0.0,11.32,0.0,16.21,16.93,13.45,27.03,5.01,0.0,10.2,15.86,3.08,6.11,17.5,9.47,17.18,16.55,13.93,11.22,13.59,,,,,,,1.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,39.12,25.85,28.94,21.22,0.0,22.95,30.0,21.82,19.16,14.25,15.41,47.6,26.29,9.27,26.99,65.85,3.49,37.44,30.29,49.62,23.01,20.63,21.14,50.67,0.48,27.45,10.85,27.39,45.08,20.12,41.49,14.27,15.46,3.55,22.04,4.39,49.3,14.28,15.25,6.5,22.08,44.1,13.62,34.21,16.56,28.01,34.62,29.54,11.65,42.18,36.87,16.22,10.52,49.4,22.23,30.05,36.73,46.79,50.03,50.88,28.48,3.88,41.12,43.65,23.71,24.8,37.2,32.1,0.37,32.39,5.99,38.91,9.14,36.06,37.85,61.35,33.24,33.51,15.97,56.62,0.0,30.11,0.0,37.37,37.82,37.14,59.3,14.04,0.0,30.94,38.46,9.52,21.44,38.3,23.82,37.48,39.83,31.5,25.36,37.46,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,69.41,47.99,55.91,48.88,16.14,45.08,58.18,49.81,41.06,34.95,34.0,69.66,50.91,27.65,43.88,115.78,16.6,63.34,59.82,87.77,51.8,45.93,40.9,79.87,17.98,48.97,24.57,51.81,69.81,41.54,70.94,30.63,30.28,14.78,40.89,11.17,78.81,28.56,32.82,13.89,46.1,75.84,30.94,54.82,31.37,49.78,56.02,51.18,17.27,70.91,57.74,25.52,32.59,78.13,36.57,58.81,68.19,76.1,89.77,81.84,42.76,17.88,57.69,65.66,43.74,39.96,71.21,59.27,5.95,55.98,12.12,66.45,25.78,60.53,58.83,96.79,66.15,60.03,44.17,92.11,7.1,54.08,10.17,55.07,56.32,65.74,102.88,25.02,10.94,62.66,67.85,38.73,46.53,67.26,51.53,56.67,66.95,52.93,58.14,62.78,,,,,,,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,90.02,71.5,76.31,67.74,25.5,67.56,86.33,71.25,64.76,64.01,53.89,69.59,74.8,53.3,62.38,146.38,42.11,90.67,71.61,108.52,67.09,70.91,53.63,96.7,34.99,64.66,53.25,75.77,92.0,69.59,89.75,50.66,56.55,23.4,51.62,26.19,118.19,32.23,54.39,25.29,59.04,98.2,40.78,79.31,46.33,44.57,73.5,60.84,19.61,87.88,68.37,37.11,47.63,99.19,49.32,82.24,99.19,99.7,120.54,108.19,54.67,31.69,78.18,91.85,66.92,44.8,97.81,86.64,18.77,78.24,32.6,91.38,41.65,84.72,80.37,127.99,78.62,87.96,63.37,116.74,22.61,70.58,35.1,85.21,74.76,84.18,133.97,59.44,26.99,70.07,78.78,53.81,68.19,92.69,64.55,62.43,82.64,73.81,89.11,90.9,,,,,,,1.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,100.38,75.58,72.67,66.68,34.17,96.55,90.84,83.46,88.87,56.32,53.91,76.9,76.27,82.99,80.54,142.7,49.08,95.78,77.75,105.0,69.55,81.6,62.46,92.33,42.37,62.4,70.39,83.7,103.39,85.22,91.67,49.3,56.17,43.6,54.02,36.8,114.03,50.86,63.22,47.35,71.01,95.25,52.95,92.3,67.9,50.78,89.08,65.08,27.91,86.42,79.47,40.41,51.5,92.61,51.3,81.45,98.12,113.85,126.79,110.14,78.29,44.98,86.85,100.25,79.84,45.34,92.4,83.87,38.78,76.23,37.19,99.15,57.94,90.93,81.44,146.88,86.68,96.33,77.25,115.6,27.2,77.92,52.81,104.12,86.43,100.39,146.66,74.75,38.7,77.24,83.29,67.73,71.25,100.03,73.18,68.38,70.01,87.48,92.55,96.53,,,,,,,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,105.43,88.37,85.17,58.34,65.17,113.07,89.75,76.18,92.98,58.0,72.9,79.1,82.25,104.11,94.27,155.51,65.33,108.35,99.87,119.51,71.4,87.45,86.21,92.74,65.99,66.63,78.76,98.97,140.73,92.22,87.63,58.83,64.86,49.33,73.2,63.93,99.18,57.76,54.63,65.91,79.74,113.83,61.23,88.41,91.16,74.89,106.05,81.44,34.16,86.74,83.33,45.28,61.11,106.43,73.75,101.54,107.68,107.34,136.89,113.82,95.89,65.06,92.65,107.19,99.93,43.32,99.56,95.41,61.51,86.82,56.79,113.37,66.69,97.84,82.35,136.5,89.37,105.82,107.25,123.46,38.96,76.32,57.86,97.5,96.54,108.47,139.86,82.22,52.68,79.29,94.04,68.61,81.59,100.82,78.81,68.69,73.56,95.44,95.28,104.02,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,103.14,84.43,99.11,58.29,69.49,120.67,80.03,81.98,90.39,72.71,75.55,77.58,79.93,106.39,82.74,153.8,63.68,100.75,102.31,132.24,73.8,93.46,93.87,106.76,73.03,61.45,97.55,104.23,136.95,81.26,78.69,69.89,81.43,62.46,71.95,66.62,99.83,65.0,49.11,62.02,88.64,110.89,72.79,76.85,107.36,75.14,93.17,82.26,33.12,93.9,92.77,62.72,54.72,105.66,73.64,101.69,101.19,107.76,132.52,117.81,81.41,56.8,95.51,105.08,90.13,42.34,100.35,96.59,75.92,80.37,55.47,96.0,74.58,100.68,85.01,128.75,90.52,102.69,101.71,97.96,49.69,67.62,60.71,94.2,100.37,108.34,130.93,75.48,55.91,77.8,102.61,69.42,76.1,102.77,92.38,77.56,85.1,106.17,103.07,107.93,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,75.64,65.03,92.79,45.5,60.8,93.27,72.17,63.86,77.83,61.58,74.1,52.68,58.51,90.25,73.29,123.26,51.68,70.68,85.17,109.47,68.46,77.06,82.23,95.78,58.99,54.15,90.01,93.97,104.23,64.9,61.61,69.2,56.35,63.33,65.63,51.82,84.38,60.88,48.58,46.42,77.58,80.5,53.64,59.87,85.14,53.78,64.99,67.84,20.76,73.34,86.87,56.61,45.0,85.97,54.2,74.68,71.38,97.23,112.98,111.81,83.22,70.74,84.19,88.54,67.66,38.4,74.28,82.51,63.87,70.12,52.21,80.42,72.0,89.88,55.22,87.75,93.89,90.7,75.12,60.85,52.86,54.6,64.26,84.16,78.75,74.68,105.37,57.71,49.2,54.87,78.25,62.68,77.02,87.08,79.13,67.07,71.29,78.56,94.74,83.8,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,44.24,31.75,51.29,33.43,41.69,53.57,44.72,31.02,43.05,45.22,47.6,27.52,37.14,45.53,51.81,72.57,32.39,37.87,46.82,59.02,46.02,46.33,56.73,53.01,38.73,46.13,57.28,64.84,56.07,38.8,38.7,36.4,36.76,37.74,41.73,27.58,48.21,34.76,37.12,37.99,51.35,39.28,30.57,32.98,47.27,30.34,38.57,33.77,16.81,47.58,59.26,39.66,35.09,39.67,32.47,50.6,37.14,60.5,64.53,69.53,55.94,44.95,50.56,55.57,39.93,33.9,41.95,47.18,35.73,43.73,42.31,46.67,46.53,46.77,41.13,45.22,51.55,54.1,43.53,32.38,35.45,36.86,40.79,46.01,51.74,46.78,63.89,38.41,31.95,35.09,51.13,42.65,47.99,50.01,46.6,54.78,48.63,45.59,51.18,57.78,,,,,,,1.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,14.69,11.3,16.97,13.79,12.84,14.7,13.65,11.17,14.42,15.71,14.25,11.35,13.35,13.69,18.09,20.69,12.62,13.24,14.43,18.65,15.48,16.13,19.7,17.06,12.8,15.46,17.35,20.41,18.81,13.9,12.66,11.03,16.0,11.4,12.05,11.49,16.17,12.29,11.96,15.08,17.13,13.1,9.59,10.11,14.47,10.87,14.19,13.01,7.41,17.33,18.61,13.58,10.54,13.12,14.83,16.68,13.13,20.32,20.8,20.75,15.84,16.05,12.71,14.04,13.95,10.89,12.87,16.17,9.7,14.95,15.44,15.18,14.76,15.51,12.6,16.32,17.44,18.76,17.59,8.2,12.9,15.34,14.36,14.72,18.56,13.85,20.76,14.95,13.3,15.05,16.62,15.4,17.4,13.84,14.73,17.26,16.22,11.91,14.32,19.51,,,,,,,1.08
