days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,D_12,D_13,D_14,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
,,,,,,,,200.0,60.0,64.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,,,,14.39,15.72,14.16,13.45,17.68,11.02,14.84,14.92,13.09,12.46,14.94,12.37,13.83,16.4,13.59,15.57,18.99,6.47,11.78,15.36,17.79,13.29,13.59,20.45,14.53,18.68,12.95,15.27,10.12,11.96,9.57,9.69,12.14,11.22,11.92,12.6,10.94,14.35,17.66,9.08,15.1,13.93,12.38,16.59,17.85,14.62,18.92,18.51,12.22,16.17,14.47,13.67,17.71,12.47,17.81,14.39,17.32,11.67,13.61,18.6,13.88,15.38,12.57,20.03,15.29,8.4,14.6,15.72,10.8,15.97,11.77,13.33,14.81,21.4,11.59,11.6,18.16,16.39,11.62,12.15,14.34,14.02,16.57,12.86,13.84,16.0,12.86,14.98,16.6,11.17,16.82,18.83,14.08,17.96,18.61,11.64,10.41,17.75,18.33,13.64,,,,,,,1.08
,,,,,,,,200.0,60.0,1077.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,,,,5.73,6.52,6.19,6.08,7.39,5.69,5.82,5.88,6.09,4.76,5.66,5.08,5.69,6.34,3.94,5.97,6.7,3.85,5.25,6.14,7.06,5.9,5.5,7.5,5.35,6.37,5.29,6.26,4.87,5.15,2.49,4.26,5.33,3.74,4.38,5.98,4.39,5.41,6.8,4.42,6.19,6.18,4.78,7.31,7.7,5.4,7.09,6.85,5.01,5.9,6.55,6.14,6.63,4.21,7.77,5.77,6.94,4.48,6.49,7.6,5.65,6.79,5.12,8.19,5.08,4.36,6.18,5.66,5.01,7.91,5.24,6.14,5.81,7.88,4.36,4.68,7.52,6.2,5.25,4.84,5.81,5.39,6.27,5.08,5.26,6.31,5.34,5.95,7.0,4.57,6.86,6.03,5.69,8.01,7.19,4.85,4.35,6.86,6.22,4.87,,,,,,,1.18
,,,,,,,,200.0,60.0,1097.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.28
,,,,,,,,200.0,60.0,981.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.26
,,,,,,,,200.0,60.0,1693.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.23,5.21,4.1,1.84,6.16,6.46,2.05,4.59,2.45,0.05,2.64,0.52,5.83,1.82,4.08,0.0,2.9,6.41,3.8,3.24,0.0,0.0,1.44,6.62,0.0,0.75,1.22,2.48,0.0,4.04,1.58,5.42,2.97,1.72,2.19,4.46,7.36,5.47,1.65,2.07,5.23,6.53,0.0,6.19,2.09,3.03,4.64,1.55,0.0,3.95,5.26,3.96,0.0,2.79,0.97,5.11,0.0,0.07,2.55,1.38,2.33,5.07,5.0,3.38,4.35,2.97,1.38,2.26,4.91,0.81,4.54,3.6,5.42,0.39,3.0,1.9,2.97,0.77,6.19,2.86,5.43,1.13,4.08,0.0,3.51,5.38,5.55,1.74,3.4,4.32,4.77,2.07,6.31,0.06,6.82,1.69,3.39,2.93,0.0,,,,,,,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,26.24,16.96,14.44,7.23,22.78,22.81,10.76,17.26,11.15,2.79,11.01,4.36,23.03,9.0,16.11,1.98,10.96,23.37,15.11,12.32,2.05,1.31,7.22,23.07,0.0,4.77,7.58,9.42,0.0,13.57,9.26,20.13,13.21,6.99,11.04,17.55,27.82,21.22,8.91,10.42,17.62,22.82,0.0,23.29,10.25,11.44,17.04,10.06,1.85,15.35,18.34,13.95,0.0,13.24,6.85,17.07,0.0,3.7,11.92,7.28,10.5,17.08,17.93,14.65,15.01,12.01,5.75,9.3,17.53,3.84,18.45,13.3,19.64,1.55,11.11,7.93,12.59,6.51,23.37,12.83,21.27,7.09,15.95,1.22,11.65,20.57,19.16,7.59,13.53,16.19,16.85,10.07,22.25,2.61,25.21,5.79,16.61,11.93,1.73,,,,,,,1.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,56.12,38.18,32.19,16.74,54.52,50.04,32.35,38.91,30.02,12.42,28.45,16.87,50.48,21.25,31.19,11.49,28.79,53.05,34.29,31.22,4.76,9.72,20.69,49.1,0.0,20.66,27.7,24.05,0.0,33.89,27.27,44.85,30.9,19.08,31.11,44.09,66.82,54.6,23.42,24.05,35.36,55.83,0.0,52.11,31.37,29.99,42.77,25.86,9.98,33.09,46.11,33.37,5.06,33.57,21.66,36.49,4.55,13.75,30.94,23.07,27.97,38.55,47.18,31.65,39.08,28.68,14.63,26.19,45.59,12.58,45.75,33.22,45.91,4.18,27.36,21.67,35.44,24.03,47.28,32.59,46.59,19.0,38.71,15.24,24.08,44.05,44.0,18.43,33.95,40.15,40.17,31.0,51.54,9.27,57.08,19.09,37.85,30.9,12.44,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,86.73,55.12,47.92,33.45,87.29,83.49,64.13,66.86,56.7,24.64,41.86,36.21,88.83,46.79,47.01,23.86,48.73,83.18,56.32,58.05,16.07,19.06,51.69,75.15,14.63,45.92,55.8,51.75,3.89,64.91,52.47,74.64,60.84,32.47,46.44,75.49,123.86,91.62,51.68,50.61,65.46,91.47,9.93,87.02,52.39,47.28,75.86,48.03,33.18,46.32,77.87,64.47,20.88,54.19,42.51,61.65,15.04,27.62,57.04,45.7,52.21,74.92,77.53,50.6,67.74,55.97,44.87,48.63,75.47,32.16,66.75,53.53,76.71,12.91,55.65,38.77,64.86,56.52,71.82,55.67,74.07,36.54,67.69,34.16,42.75,82.26,74.72,39.64,60.58,70.04,69.47,54.59,94.9,21.38,96.52,35.2,63.46,53.05,30.98,,,,,,,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54,111.42,49.9,63.18,54.02,112.03,105.54,94.8,93.2,88.48,44.48,60.99,46.1,120.62,63.05,64.34,45.46,58.85,108.77,75.52,102.4,30.86,27.12,69.09,102.99,34.46,65.96,82.57,79.99,18.75,85.85,83.61,101.86,91.06,55.98,65.87,88.43,155.57,112.83,78.41,83.38,72.5,113.45,35.83,106.11,79.1,56.45,107.26,59.68,60.15,75.87,94.68,99.03,40.96,67.0,62.82,83.23,26.65,51.36,77.35,79.57,65.43,107.78,102.41,67.54,87.83,82.51,74.76,79.32,105.12,58.24,76.11,68.67,100.23,26.01,75.83,55.55,89.76,83.85,90.54,80.29,100.25,64.44,99.93,50.22,62.18,125.93,114.43,59.38,80.05,97.73,86.39,75.4,114.65,28.25,128.84,54.83,86.05,63.29,59.11,,,,,,,1.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.95,116.92,37.21,69.71,72.5,118.67,106.7,95.77,101.24,97.53,55.31,78.46,54.22,111.78,71.82,77.1,55.19,65.14,110.25,74.62,106.87,38.23,36.02,61.93,82.27,41.42,80.29,93.44,91.66,36.23,104.34,106.05,101.23,88.33,61.49,70.95,107.67,155.8,119.0,79.0,80.13,82.59,119.32,52.68,113.31,86.56,62.59,100.01,64.17,70.24,92.18,69.7,101.6,51.9,67.14,70.49,71.68,37.9,53.66,75.81,71.2,72.46,120.34,99.92,57.96,91.53,83.14,78.66,97.36,105.62,58.61,83.79,69.14,107.32,53.9,80.43,68.25,89.18,92.69,85.93,84.99,91.76,96.95,104.94,69.1,81.23,130.46,112.76,62.43,80.92,95.23,89.67,76.76,104.5,52.44,134.16,70.83,85.2,62.22,72.47,,,,,,,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.77,138.56,48.85,74.24,81.84,123.85,125.29,105.75,104.29,104.88,84.18,78.41,71.05,124.92,80.93,100.85,56.67,76.49,113.83,72.81,114.77,52.14,41.43,82.94,82.5,70.56,90.71,105.37,105.75,65.79,116.51,132.22,95.15,93.83,70.37,82.09,106.0,162.61,128.45,105.8,88.15,98.24,141.9,62.65,125.7,87.86,89.85,86.47,82.36,84.55,96.97,90.88,120.87,51.13,81.62,76.69,71.6,32.47,61.11,89.83,56.37,89.05,131.88,90.49,70.11,91.21,85.49,80.03,94.14,119.37,55.71,100.5,89.42,116.17,64.62,88.95,76.62,82.02,120.76,96.08,98.26,85.74,100.95,98.57,79.66,93.59,132.83,122.99,66.75,81.41,94.63,96.67,66.96,113.35,88.18,141.82,75.73,85.35,56.79,83.74,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.64,125.81,66.26,74.23,73.59,102.34,116.87,97.81,110.62,101.01,94.49,66.94,63.1,115.63,82.51,102.07,55.56,90.98,120.15,71.28,113.58,65.32,53.7,99.45,86.68,72.87,75.55,96.23,112.3,80.02,104.34,128.75,80.08,87.61,101.37,76.23,77.69,156.15,121.41,85.3,97.58,101.38,121.65,49.27,111.08,88.38,92.13,107.31,89.45,79.91,97.19,89.38,113.53,53.02,84.93,63.91,82.1,44.89,56.69,87.83,58.95,97.28,112.41,97.89,71.76,78.61,88.75,93.47,77.12,115.26,61.86,109.77,87.91,108.25,50.69,87.25,94.05,70.84,126.05,82.66,89.32,76.17,89.45,77.09,87.42,104.35,134.35,108.12,72.21,86.43,109.06,103.39,76.84,105.56,100.0,140.27,91.13,86.63,63.15,97.58,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.33,95.77,58.65,49.51,66.07,67.03,93.63,86.78,105.79,98.91,80.97,63.71,60.49,91.83,74.04,80.01,31.62,75.57,99.78,68.2,100.5,52.1,36.7,84.47,76.65,55.75,53.22,78.02,91.47,58.22,86.48,104.31,70.15,74.59,76.52,57.84,58.33,135.31,97.35,71.35,75.79,105.44,94.49,51.37,84.18,79.9,70.39,96.32,73.52,63.15,78.99,77.08,84.45,54.43,64.85,63.45,61.76,40.9,54.54,77.06,54.81,72.55,95.21,80.98,64.08,62.43,74.27,74.08,58.65,99.83,42.94,83.61,66.63,93.04,63.26,76.65,77.3,71.09,99.13,71.81,80.36,62.77,81.34,60.15,77.41,97.48,112.65,79.25,74.96,80.38,89.84,94.82,71.21,76.1,74.33,104.78,79.9,75.69,70.66,75.63,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.63,56.92,33.51,27.62,40.15,39.05,57.09,53.2,61.63,57.98,48.75,43.97,32.98,54.06,40.14,47.56,24.62,43.77,49.93,44.75,57.03,27.65,29.59,43.31,48.28,32.74,33.67,49.98,52.23,32.18,42.78,65.44,35.99,43.77,49.41,45.91,30.42,76.51,48.13,48.38,43.51,66.57,50.99,37.33,48.23,51.36,42.56,51.56,42.97,43.78,53.89,55.35,49.8,30.01,36.82,46.04,38.71,28.67,31.43,46.88,29.79,41.52,57.67,49.08,45.17,38.41,36.15,45.02,31.22,58.56,24.36,42.11,40.99,53.49,40.69,52.22,47.62,39.35,56.92,53.74,42.6,38.94,48.09,40.46,51.65,54.21,66.37,38.44,49.28,48.5,55.11,58.25,44.44,47.09,46.5,59.82,41.79,40.32,43.52,35.61,,,,,,,1.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.09,19.54,10.46,9.87,13.53,14.27,17.32,16.23,18.34,17.96,14.68,14.7,6.65,17.77,14.86,17.32,13.39,12.4,15.92,13.76,17.63,8.85,12.31,16.32,16.09,12.49,12.97,16.98,16.92,11.04,15.93,21.6,11.16,15.06,17.66,16.49,8.69,25.4,16.55,16.05,16.03,22.21,15.67,11.09,15.98,14.86,13.9,15.71,14.47,19.38,18.05,19.04,17.21,12.96,14.23,17.63,14.75,11.1,10.06,14.17,11.24,15.5,19.06,16.29,14.54,13.26,12.02,15.33,10.71,21.22,9.25,13.4,14.21,16.63,13.14,18.54,14.16,14.33,16.75,18.48,14.61,11.75,16.74,16.54,18.37,17.66,21.86,14.22,14.46,14.11,15.98,18.39,16.91,15.59,16.88,21.57,12.87,14.27,15.22,10.28,,,,,,,1.08
