days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,D_12,D_13,D_14,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
,,,,,,,,200.0,60.0,107.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,,,,12.71,16.25,16.22,18.5,20.85,13.99,19.04,16.12,12.58,18.58,17.25,10.07,18.23,15.06,18.8,15.28,14.67,16.36,15.93,11.72,16.19,12.84,17.87,11.2,11.98,20.02,16.28,11.01,17.17,15.52,15.97,10.54,16.82,14.34,18.19,13.42,17.93,16.19,17.95,13.09,17.47,18.55,16.53,13.54,11.91,18.01,18.76,16.09,16.69,14.29,15.07,23.43,17.13,17.23,17.72,16.1,22.36,16.59,13.6,7.38,14.16,13.8,8.68,16.04,14.66,14.66,12.76,13.19,11.79,16.12,17.74,10.79,16.98,20.35,13.88,14.63,11.88,14.79,17.89,17.86,13.06,16.23,13.54,14.9,20.17,13.81,11.42,17.69,15.91,11.53,12.0,13.47,16.47,14.23,17.43,15.69,10.02,15.9,14.54,15.45,,,,,,,1.08
,,,,,,,,200.0,60.0,1810.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,,,,5.09,6.18,6.12,8.15,7.18,4.8,6.72,5.57,5.39,6.9,6.5,4.26,7.71,6.64,7.25,6.06,6.58,6.29,5.98,4.82,5.51,4.21,8.13,5.26,4.69,7.37,5.75,4.43,7.39,6.74,5.56,5.09,6.58,5.41,6.37,6.05,7.98,6.68,6.54,3.97,5.75,6.97,7.3,4.84,4.34,6.07,7.05,5.79,7.14,5.77,5.69,8.59,7.09,7.14,6.7,6.18,8.38,6.02,5.64,3.11,5.78,5.68,4.46,6.89,5.29,5.27,5.9,5.3,4.84,6.55,7.14,4.94,6.4,7.0,4.93,6.3,5.84,5.83,6.76,7.03,5.5,4.85,5.9,5.91,7.83,6.41,4.26,5.69,7.26,5.82,4.74,6.5,7.3,4.99,7.41,5.71,4.38,6.5,5.52,4.99,,,,,,,1.18
,,,,,,,,200.0,60.0,956.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.28
,,,,,,,,200.0,60.0,370.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.26
,,,,,,,,200.0,60.0,231.0,0.05,0.05,10.0,0.13,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,2.85,6.23,6.05,1.43,3.93,9.79,6.36,4.67,1.08,3.15,2.84,6.1,5.52,0.0,5.6,3.08,7.44,1.1,1.62,2.27,0.67,3.49,1.55,2.71,0.0,5.86,2.42,0.19,4.13,1.54,2.5,5.07,7.55,3.61,1.98,1.23,4.26,1.55,0.0,0.0,4.82,2.12,1.65,0.0,10.28,3.19,1.11,2.72,3.32,2.72,4.74,3.69,5.73,2.33,2.11,0.05,1.29,5.44,5.72,4.59,4.34,3.05,1.27,4.49,3.24,4.53,8.12,2.45,0.59,0.0,7.24,2.37,3.69,3.0,0.0,1.47,7.13,1.45,0.0,4.87,1.27,5.07,3.4,0.0,0.0,0.33,2.72,3.11,5.62,5.06,1.67,2.84,5.52,1.37,4.51,1.1,1.12,3.86,3.71,,,,,,,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.33,11.64,21.73,22.55,4.83,14.71,32.94,22.07,18.41,5.86,14.24,11.56,23.69,20.63,0.0,21.06,12.16,26.57,3.83,8.03,11.85,5.72,12.63,9.07,10.27,0.84,22.09,8.56,2.79,16.09,7.64,9.94,19.18,28.86,14.41,7.82,6.51,16.99,6.11,1.5,0.0,16.05,9.35,5.86,0.0,37.65,11.82,7.19,10.15,12.49,10.49,17.3,14.57,23.03,10.07,8.32,3.6,6.21,18.26,22.68,17.76,14.3,12.95,7.32,15.57,13.78,18.63,26.86,8.68,4.09,0.0,27.12,9.26,13.65,12.3,0.0,5.96,25.41,6.21,0.0,18.91,6.38,17.55,14.97,0.0,0.58,3.84,12.3,11.23,19.55,17.55,9.53,12.82,19.83,7.36,14.6,2.84,6.34,16.14,16.23,,,,,,,1.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.48,31.83,47.33,50.79,10.0,41.49,71.4,52.88,38.01,9.47,32.7,29.35,53.87,43.05,9.15,48.12,30.2,60.04,12.68,24.82,31.83,16.54,33.78,21.1,27.61,6.35,47.24,13.41,13.1,40.95,21.61,25.57,45.58,60.68,36.29,18.42,16.93,36.36,17.78,5.36,0.0,33.58,31.45,19.01,0.0,81.21,29.6,22.43,24.2,29.97,31.67,44.03,35.8,49.01,27.8,23.95,5.64,17.7,42.91,52.63,44.55,36.46,32.26,15.93,39.29,29.09,38.86,61.0,19.61,16.03,4.62,61.25,24.62,36.42,32.59,3.37,18.73,59.94,20.62,6.2,41.8,22.58,43.24,37.59,4.49,6.27,11.54,32.32,32.93,45.67,43.29,28.58,35.48,50.88,24.35,32.45,12.15,17.47,40.54,34.33,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.97,55.65,81.33,82.97,26.61,67.52,111.72,88.56,70.49,17.47,61.39,56.81,100.34,72.99,25.36,81.24,58.27,96.32,28.08,53.4,59.09,33.42,58.45,43.55,48.05,17.29,74.11,25.16,34.09,67.48,47.26,47.71,75.1,98.39,63.7,32.03,36.51,65.45,46.45,11.92,0.0,51.47,62.0,27.58,0.69,123.91,53.41,28.59,43.4,50.02,48.46,74.25,60.11,89.73,53.87,47.51,15.78,44.25,69.33,79.06,92.18,65.06,58.28,37.62,64.13,38.93,62.57,98.25,39.14,33.99,28.87,86.99,51.77,52.01,46.35,17.03,39.92,97.49,50.41,30.22,75.32,41.65,69.71,65.55,18.26,13.99,28.74,63.95,54.17,71.71,73.6,50.95,59.41,74.28,46.74,45.3,23.04,33.37,67.9,56.52,,,,,,,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.59,73.15,98.36,117.45,53.45,79.99,131.3,121.93,112.13,37.3,83.1,81.28,134.8,109.41,39.62,97.62,84.36,127.68,38.7,74.96,74.21,46.26,76.08,52.83,64.03,29.55,91.35,39.66,44.61,100.09,76.67,73.84,89.92,116.15,79.56,37.98,48.41,87.02,74.26,33.5,12.49,64.57,76.61,21.56,19.48,150.86,73.46,43.16,52.67,74.52,51.28,92.57,93.16,107.55,70.17,73.3,35.98,79.66,87.62,119.83,109.9,78.46,84.61,54.87,81.64,64.52,85.86,131.61,61.06,51.21,42.93,103.24,67.5,74.77,72.01,40.75,46.25,130.07,73.78,48.52,88.77,48.07,94.19,86.95,24.64,5.6,39.1,89.57,76.79,93.82,95.38,64.36,70.99,90.82,70.61,50.99,30.88,63.41,79.77,72.84,,,,,,,1.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.83,81.39,97.59,123.49,67.42,79.12,125.2,118.37,114.07,46.83,79.44,81.29,149.18,102.34,53.26,105.07,96.28,137.63,40.89,78.58,86.5,59.75,71.77,59.4,69.64,32.0,94.69,49.91,45.15,94.61,92.54,91.18,85.88,107.42,97.32,46.04,53.33,88.38,76.29,44.92,19.18,61.82,72.04,29.49,37.78,133.38,79.52,55.75,48.59,78.36,52.96,109.13,104.02,122.51,75.82,74.44,44.7,92.44,94.53,118.84,100.23,88.86,92.45,64.33,81.1,76.93,96.77,127.94,83.44,46.68,57.34,108.49,73.92,74.89,87.34,59.89,50.99,121.61,70.86,60.25,92.23,46.67,94.79,84.76,23.21,22.43,58.34,94.84,90.19,98.97,90.81,73.04,80.22,99.6,69.69,43.46,33.5,74.64,90.06,82.46,,,,,,,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.43,92.26,108.02,138.45,77.0,82.58,132.77,119.32,110.65,77.11,81.17,90.7,145.78,94.42,45.68,97.91,87.44,145.71,45.8,85.57,79.91,68.31,69.07,74.21,86.0,52.61,83.38,67.43,58.88,101.31,111.89,94.97,90.15,122.28,118.77,46.73,72.43,91.78,83.04,56.61,27.84,67.92,68.0,36.79,51.64,133.82,68.46,72.09,64.85,83.0,58.91,111.83,104.56,119.5,86.95,96.51,40.48,101.47,114.7,121.55,104.4,101.56,86.88,73.23,91.43,86.65,100.27,139.44,99.89,66.94,66.41,123.78,67.91,98.22,100.04,73.96,63.93,93.23,63.12,87.96,86.4,54.59,103.43,96.42,34.0,45.86,75.05,93.29,108.12,96.55,107.56,57.86,81.72,116.57,82.83,65.98,33.93,85.09,117.65,88.03,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.87,96.5,96.4,128.81,68.66,85.15,120.39,113.35,112.69,76.2,82.76,92.48,148.79,84.03,57.62,81.82,78.21,135.17,60.36,91.45,94.38,70.93,75.08,76.73,75.61,70.64,80.33,86.96,64.05,93.46,103.16,114.71,95.54,108.86,105.18,59.39,90.97,91.56,92.22,79.07,28.92,60.03,58.11,52.1,57.1,113.98,60.25,95.19,59.53,71.8,73.15,107.6,89.5,115.1,90.28,103.66,57.86,88.72,105.8,114.07,99.74,101.63,97.2,68.26,84.53,92.08,91.33,129.62,97.83,75.33,76.81,120.21,69.77,100.65,95.57,71.99,79.73,79.74,44.35,98.12,75.69,69.14,98.18,86.81,51.47,54.8,78.01,91.9,103.85,90.52,120.86,63.4,72.72,121.93,79.5,71.87,65.16,78.51,124.74,90.32,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.36,88.75,78.75,103.17,55.39,75.54,94.56,87.73,89.93,60.99,73.15,72.96,112.49,64.72,54.71,74.4,42.98,90.92,71.69,70.46,77.43,66.35,51.76,88.84,55.14,52.71,70.91,78.92,60.27,57.13,91.55,88.61,77.01,93.49,97.17,50.5,76.66,84.09,78.68,71.13,41.24,58.57,49.0,50.69,50.96,86.33,61.85,81.63,63.43,58.97,61.86,78.0,68.02,98.25,75.88,84.63,57.07,81.58,79.5,95.85,75.51,77.98,90.03,62.65,67.03,78.46,89.68,93.63,84.66,70.74,62.52,124.83,57.94,78.41,73.2,61.02,62.72,74.71,43.44,72.02,69.51,65.21,86.38,70.03,39.91,38.08,74.42,86.26,70.01,75.2,102.42,59.86,50.73,97.52,65.95,60.01,62.37,69.17,93.03,80.85,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.19,53.1,51.29,55.9,32.08,43.75,52.26,52.68,47.75,43.65,39.49,49.43,62.32,37.06,29.45,45.8,30.69,46.23,48.3,46.53,39.88,41.79,37.89,46.8,30.65,31.39,40.1,41.31,36.24,30.81,58.25,48.68,49.95,51.38,65.49,36.37,39.57,44.48,42.55,42.32,26.69,37.12,36.46,26.49,27.83,58.72,38.98,39.52,39.15,40.93,36.49,41.47,38.64,58.3,49.27,41.86,31.92,44.94,40.69,52.43,40.35,45.58,48.8,42.4,42.59,56.42,60.89,49.74,53.19,42.69,34.1,70.12,32.11,44.67,42.43,31.31,40.96,46.13,31.51,34.74,48.54,41.53,46.66,39.16,19.42,31.38,45.67,52.49,41.74,41.65,57.69,42.48,30.74,54.08,38.95,31.89,40.26,36.0,50.5,50.26,,,,,,,1.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17,17.2,17.35,16.94,8.89,16.45,15.41,16.7,14.02,18.5,12.68,14.42,19.12,11.88,10.99,14.66,13.83,16.64,16.41,17.11,10.73,16.08,13.19,13.55,9.97,11.77,14.44,14.47,12.82,9.4,21.62,13.6,19.1,14.95,22.08,11.81,13.6,12.94,13.34,12.18,11.56,12.01,14.27,8.91,12.09,19.61,12.75,11.69,14.77,13.87,12.94,16.39,13.18,17.31,16.32,12.24,12.38,14.55,16.09,15.67,13.22,14.77,13.49,16.69,13.89,19.6,20.09,18.05,17.6,13.04,11.39,20.24,13.16,16.48,16.48,9.94,13.74,14.33,10.09,11.9,13.88,13.28,12.04,14.44,10.7,15.54,15.84,18.02,14.25,13.87,18.89,14.98,12.16,17.39,14.3,11.98,12.26,12.24,15.32,18.13,,,,,,,1.08
