days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
,,,,,,,,,,,,,,,,,,,,,,,,,11.95,16.96,14.48,9.55,13.46,12.39,10.15,10.84,19.1,17.39,18.53,16.42,10.75,17.73,22.34,15.99,16.43,21.8,17.54,15.47,19.92,14.34,16.77,11.85,13.6,15.59,16.33,19.15,17.36,11.32,16.03,19.18,17.76,16.39,14.65,13.93,12.18,8.77,10.3,17.78,16.35,12.09,14.46,12.63,11.63,17.46,13.76,9.77,16.38,12.18,16.73,13.81,15.11,17.96,14.32,15.92,17.73,13.73,14.42,13.44,13.58,16.33,9.1,17.54,18.58,13.43,14.12,19.48,16.64,16.44,15.56,10.0,15.48,18.01,11.45,17.04,12.39,15.77,21.57,15.37,12.95,15.3,13.91,10.92,23.32,17.42,11.45,14.15,15.26,14.5,13.41,15.57,20.44,20.41,20.57,16.74,12.57,16.82,8.59,16.55,,,,,,,1.08
,,,,,,,,,,,,,,,,,,,,,,,,,4.61,6.73,5.69,3.77,6.31,5.37,4.84,3.96,7.4,5.75,7.09,6.21,3.57,7.63,9.09,6.36,6.54,8.44,5.91,5.98,7.84,6.23,6.37,5.41,5.54,5.67,6.95,7.4,6.6,4.38,6.1,7.62,7.23,7.06,6.59,5.18,6.78,3.82,4.6,6.49,6.27,4.17,5.99,4.66,3.22,7.5,5.16,4.72,6.1,5.14,6.48,6.82,6.46,6.75,5.78,6.36,6.77,6.5,6.79,6.21,5.09,6.53,3.28,7.0,7.51,5.44,6.27,7.69,7.37,5.92,6.04,4.48,6.35,6.9,4.91,6.73,5.44,4.86,7.25,6.41,4.88,6.52,6.29,3.95,8.33,6.56,4.68,6.31,5.33,5.74,6.39,6.02,7.63,8.24,7.89,6.31,5.57,6.44,4.8,5.78,,,,,,,1.18
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.28
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.94,3.08,5.87,5.24,9.72,5.68,4.86,0.0,0.0,4.06,3.96,0.13,2.4,7.67,6.07,1.89,6.39,4.96,6.84,0.43,5.78,1.04,4.93,2.07,1.57,5.84,0.72,0.0,0.33,0.0,3.47,5.33,5.26,0.61,0.28,4.69,5.64,0.84,4.54,2.68,0.0,6.11,2.54,2.53,1.29,0.62,3.73,0.0,0.0,1.5,5.58,6.27,0.46,4.19,4.52,1.85,6.71,1.87,2.37,4.63,2.14,0.3,3.31,0.61,0.0,4.65,1.05,5.0,3.99,2.78,0.0,0.98,8.19,0.45,3.88,0.0,4.35,0.0,5.27,2.41,4.5,4.38,2.83,0.0,0.0,0.89,4.82,6.16,2.17,4.93,7.67,3.8,0.67,3.13,3.65,1.64,4.82,3.65,1.25,,,,,,,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,14.2,6.73,10.89,19.9,18.87,34.07,19.29,16.47,0.0,0.0,14.26,14.59,3.47,8.66,27.1,19.39,8.54,20.7,20.93,22.77,3.04,21.0,6.32,19.7,9.56,5.25,20.43,5.12,0.0,1.94,1.08,16.02,21.19,20.69,5.54,4.02,17.9,19.4,4.85,15.5,11.67,0.0,22.4,9.64,9.02,7.36,3.94,12.91,0.27,0.79,8.14,20.81,19.75,4.56,16.37,14.25,5.37,22.71,8.38,10.24,17.2,8.84,3.9,13.15,4.55,0.28,18.24,6.58,20.43,13.71,8.91,0.0,5.74,28.08,4.06,11.77,0.0,17.28,0.0,21.77,10.78,17.78,16.19,11.62,0.77,0.0,5.7,18.27,20.86,10.94,18.15,26.09,15.71,4.41,13.1,14.66,6.64,20.57,13.0,7.41,,,,,,,1.22
,,,,,,,,,,,,,,,,,,,,,,,,,34.24,21.27,24.85,39.4,42.38,67.41,43.84,32.75,2.69,0.0,33.12,35.32,12.17,23.2,60.91,42.4,28.09,49.47,46.63,53.06,14.5,51.27,22.37,46.67,18.49,21.36,46.26,21.2,8.31,11.51,11.43,38.12,48.05,42.49,12.98,17.75,43.99,39.22,15.83,34.82,27.72,5.35,51.61,24.44,22.43,21.07,15.87,32.98,2.71,12.22,22.37,43.35,40.58,14.64,36.58,31.23,16.97,49.81,26.02,25.21,40.96,28.71,18.08,27.33,7.89,7.19,41.98,24.0,50.26,34.14,26.34,0.0,24.64,60.14,11.14,28.47,0.0,44.05,8.78,51.02,27.73,42.4,33.4,30.91,5.65,0.0,12.99,44.47,47.23,28.24,44.18,61.17,36.76,12.0,26.65,37.92,17.88,47.3,31.61,17.88,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,58.79,36.86,50.22,67.23,55.46,104.88,71.21,54.48,6.47,3.8,63.23,54.36,32.29,44.63,97.07,73.35,61.26,86.12,75.53,97.39,32.17,79.57,50.33,80.28,29.04,45.04,74.48,50.71,27.44,26.43,38.52,66.81,83.23,62.02,35.17,34.25,73.94,63.26,39.25,58.41,51.62,29.89,87.27,58.63,46.02,44.79,37.15,56.87,8.29,30.46,53.18,71.92,67.83,30.92,54.08,49.74,46.25,79.46,55.27,43.38,77.34,46.85,35.02,50.38,21.82,15.81,62.24,43.56,88.89,59.56,50.66,0.0,54.93,92.29,15.15,51.31,8.41,72.07,19.03,79.65,48.35,72.82,60.91,56.76,22.87,0.0,38.57,88.46,77.41,44.68,70.39,99.46,49.7,25.94,52.45,61.9,39.36,75.39,54.9,39.96,,,,,,,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,73.86,73.82,67.75,99.57,70.6,129.27,94.29,73.11,19.27,15.14,91.01,80.97,48.79,80.84,127.25,103.82,78.9,114.63,85.8,130.6,49.66,101.32,68.72,125.31,46.11,79.25,94.11,77.11,36.33,39.94,55.09,88.99,94.15,74.77,66.08,53.33,93.8,104.4,61.97,87.6,63.34,74.18,107.61,74.28,69.9,59.41,66.66,68.15,18.69,57.34,78.4,96.47,100.49,48.33,74.93,81.28,71.74,105.94,74.92,63.31,102.29,66.41,43.5,73.66,47.48,32.99,84.04,82.03,111.61,82.69,72.73,11.59,77.08,123.26,26.03,71.08,22.48,87.71,37.94,101.68,69.47,96.2,84.93,91.99,40.71,0.0,59.67,111.66,109.74,58.9,81.68,118.9,50.68,42.42,69.14,99.43,53.27,99.71,73.61,56.94,,,,,,,1.12
,,,,,,,,,,,,,,,,,,,,,,,,,66.94,86.28,81.03,109.64,87.8,126.27,86.3,70.19,37.89,37.13,104.67,76.88,53.73,82.47,119.81,117.75,74.93,133.24,79.08,131.22,64.16,105.62,72.02,131.46,55.7,88.53,105.68,90.14,63.5,49.69,67.89,80.8,91.08,83.99,87.12,76.06,88.77,114.14,75.73,99.68,73.71,90.07,105.02,77.32,81.97,51.05,83.58,60.05,24.43,74.68,98.66,98.05,113.07,60.15,73.87,75.94,79.44,112.49,91.85,74.04,102.68,71.37,43.32,77.72,51.94,55.21,91.99,100.71,117.06,82.05,81.24,26.17,90.3,120.05,32.95,67.71,24.12,95.1,38.75,98.12,65.97,95.05,88.88,93.31,39.85,11.0,71.74,103.17,105.83,58.41,83.64,126.69,59.57,60.7,66.34,100.05,61.27,94.23,69.64,64.0,,,,,,,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,83.91,102.16,103.76,102.31,110.26,122.2,89.71,77.97,62.98,43.15,116.57,73.24,42.11,85.53,134.54,138.39,87.74,139.33,91.0,137.07,68.6,116.02,81.75,134.92,69.03,107.03,116.98,95.38,87.32,63.85,83.44,92.13,105.0,81.43,95.5,93.71,106.28,107.57,91.55,111.2,84.07,93.9,105.87,83.06,98.63,73.23,83.56,66.65,17.56,79.56,110.74,98.99,125.06,66.41,69.85,74.27,91.65,124.89,76.81,76.62,115.54,85.46,58.28,80.03,67.11,79.78,96.41,122.11,105.07,94.09,76.88,44.39,97.16,109.27,53.53,77.77,37.45,114.51,47.91,91.87,75.23,90.3,106.43,95.43,52.4,34.89,79.9,103.15,111.38,68.8,93.65,143.69,80.8,74.92,75.32,103.87,60.11,84.46,88.67,102.42,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,84.24,119.67,107.57,92.2,113.4,111.91,87.68,69.91,65.09,47.38,116.21,75.07,49.16,63.75,119.48,120.96,83.66,136.5,106.03,129.85,64.16,110.19,77.35,132.69,72.61,99.31,101.24,97.21,83.59,71.12,78.52,80.26,98.1,70.66,99.57,86.79,116.15,108.88,80.22,98.82,77.44,77.6,103.51,99.13,77.03,84.95,85.26,87.0,21.25,80.78,105.72,100.55,112.29,70.94,56.54,67.76,90.43,111.21,80.6,79.46,113.43,92.05,74.89,79.43,69.14,84.99,97.69,118.13,100.64,94.72,84.9,46.68,107.55,114.12,62.91,80.85,43.39,104.28,40.12,84.01,83.6,84.15,90.24,98.04,56.95,55.32,76.61,102.14,124.6,59.9,96.17,134.2,85.92,78.62,77.04,106.82,61.34,86.74,91.29,103.93,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,,,,77.84,104.68,92.87,80.61,75.74,98.13,77.87,59.09,48.73,42.16,94.95,76.82,42.34,45.54,102.06,94.77,66.91,122.7,87.96,106.56,60.29,94.42,76.35,111.71,61.15,83.1,78.64,79.9,53.71,47.12,57.76,61.0,87.82,61.5,84.33,51.69,93.17,89.21,66.02,56.68,75.17,65.95,83.47,82.81,71.63,73.71,75.83,77.13,27.65,78.29,73.82,78.18,84.14,72.1,38.09,46.52,70.04,78.86,76.32,73.69,104.1,75.28,71.44,76.87,70.17,69.48,80.17,85.97,100.92,84.97,74.9,48.94,74.32,104.32,52.84,54.09,39.61,82.96,44.55,79.78,68.23,57.57,74.42,83.03,58.87,62.54,66.26,94.43,99.06,43.56,92.91,102.75,75.33,54.62,63.5,85.44,52.02,68.62,76.17,72.84,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,41.87,56.3,55.29,49.52,38.18,60.12,57.12,43.96,29.88,37.54,48.59,50.2,25.45,30.23,62.86,57.11,35.76,67.42,57.69,64.83,36.05,58.15,55.93,62.9,42.46,45.33,43.0,52.38,39.47,32.32,36.29,39.25,51.08,45.74,50.37,33.89,54.25,54.44,42.32,38.09,44.11,35.91,40.64,45.37,47.48,44.11,46.52,44.26,23.85,52.82,40.08,54.94,49.63,39.56,22.08,36.96,45.08,39.54,47.89,39.98,65.99,40.0,36.93,55.58,43.15,49.69,51.34,54.84,52.72,54.5,48.38,32.5,45.45,55.52,25.7,34.48,31.85,50.31,30.07,55.09,39.25,38.82,43.59,46.97,36.29,41.54,39.9,59.3,57.99,25.61,48.83,56.81,41.67,29.1,42.91,51.03,31.98,47.38,47.93,34.32,,,,,,,1.02
,,,,,,,,,,,,,,,,,,,,,,,,,14.83,18.78,19.63,15.57,14.08,18.05,18.74,15.56,12.95,15.52,14.79,16.39,8.59,9.73,22.79,18.23,13.16,21.95,20.06,19.99,10.95,18.87,20.19,20.04,13.98,13.6,13.52,15.85,14.78,10.27,13.1,11.22,16.03,16.92,16.39,13.54,15.26,16.33,12.4,13.0,13.6,11.22,12.38,14.86,14.33,13.32,14.1,12.3,10.66,17.63,12.11,17.21,15.88,9.42,6.81,13.86,14.3,10.9,14.9,15.08,21.18,12.45,11.47,19.28,13.67,19.36,16.18,18.29,17.67,17.68,16.9,11.86,15.03,18.51,10.05,11.17,11.21,16.26,9.24,19.5,14.93,11.9,14.32,14.6,9.0,16.51,14.64,20.46,19.73,10.17,14.29,17.42,15.31,9.86,16.76,18.47,13.36,14.6,15.33,11.95,,,,,,,1.08
