days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
,,,,,,,,,,,,,,,,,,,,,,,,,12.93,15.83,13.3,15.42,20.97,9.89,17.23,19.7,16.6,15.47,17.46,10.88,17.28,13.67,19.82,16.23,14.82,17.41,16.88,14.33,5.35,11.65,20.73,18.69,7.0,14.27,17.35,12.37,9.33,16.23,19.72,14.04,14.61,17.12,11.58,16.3,18.41,13.84,10.6,13.51,17.24,11.25,10.39,12.32,16.39,18.22,15.04,15.53,14.79,15.93,12.28,12.75,17.88,13.42,13.79,17.83,17.8,15.44,15.68,16.23,14.65,12.6,13.98,17.25,10.58,15.83,15.38,20.23,7.64,16.15,12.77,20.95,11.27,18.59,14.54,17.19,16.14,20.78,14.38,11.37,16.37,11.72,5.67,16.91,11.58,14.98,15.33,15.67,14.34,13.92,16.49,9.87,15.13,12.62,15.0,11.35,16.93,15.01,18.21,10.0,,,,,,,1.08
,,,,,,,,,,,,,,,,,,,,,,,,,6.06,5.88,4.79,6.05,8.46,4.67,6.52,7.21,6.96,5.85,6.04,4.64,6.08,5.48,8.01,5.86,6.47,7.28,6.01,6.68,2.31,4.08,9.12,5.84,3.43,5.65,5.65,5.43,3.31,6.8,7.31,6.48,7.16,5.94,4.3,6.9,7.5,5.04,4.88,6.37,5.56,4.88,4.16,5.85,6.81,7.09,7.68,5.91,6.55,5.56,4.05,5.79,6.32,6.29,6.12,6.64,7.1,6.26,5.93,5.25,6.48,5.16,5.7,6.33,4.92,6.13,5.88,7.62,4.49,5.76,6.46,9.13,5.63,7.92,7.09,6.88,6.24,8.73,5.3,5.16,7.43,4.95,3.15,6.26,4.77,5.71,5.11,5.74,6.74,5.99,6.58,3.22,5.19,5.65,6.53,3.27,5.84,6.41,8.24,3.74,,,,,,,1.18
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.28
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,5.49,4.72,3.28,6.08,0.93,5.86,0.01,3.25,3.46,0.0,4.06,4.1,4.02,6.43,7.28,2.78,1.55,0.0,0.0,5.69,2.45,4.91,3.55,0.0,4.95,1.67,1.55,4.58,4.29,6.56,6.8,0.14,2.03,4.35,2.72,0.0,0.58,3.62,3.57,5.75,4.01,7.22,0.0,0.0,0.82,0.99,6.87,1.12,2.21,4.86,3.17,2.43,3.48,1.77,0.69,0.0,9.75,1.31,3.88,2.87,5.63,4.36,3.01,1.81,1.88,0.62,3.56,2.4,0.87,6.17,0.26,5.5,0.0,0.0,2.51,3.47,0.49,5.05,2.39,2.97,4.01,4.09,2.72,3.41,0.0,4.25,4.06,7.78,4.77,3.05,3.47,0.0,0.0,4.18,0.0,1.22,3.56,4.08,8.44,4.04,,,,,,,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,19.65,18.25,12.88,22.29,6.31,20.86,2.3,11.57,12.73,2.6,16.48,15.15,13.83,22.95,26.08,12.64,9.3,0.0,0.0,21.19,9.52,17.72,12.08,0.0,17.41,9.13,7.67,16.55,17.33,22.8,22.88,3.28,11.2,17.9,9.52,0.0,4.38,12.17,15.08,21.43,15.55,26.03,0.0,2.84,4.43,5.24,22.17,7.69,9.49,17.21,11.58,10.94,14.93,8.61,3.68,0.0,32.96,7.46,17.75,10.84,19.85,16.92,12.66,8.59,7.99,5.41,14.95,8.81,3.94,23.64,2.84,19.34,0.0,0.0,10.45,12.96,0.74,20.7,10.63,12.25,15.22,16.05,12.3,12.91,0.0,14.85,13.85,29.12,15.57,12.65,13.78,0.0,0.0,15.68,0.0,8.07,10.75,15.42,28.89,15.21,,,,,,,1.22
,,,,,,,,,,,,,,,,,,,,,,,,,44.77,40.6,33.91,50.44,20.12,49.64,7.8,31.27,28.88,10.27,47.81,38.02,33.48,56.38,61.76,26.42,20.87,0.0,0.0,49.06,23.09,39.03,24.91,0.0,40.76,24.27,25.44,39.06,41.76,50.03,44.81,15.99,28.22,37.9,25.39,0.0,14.58,29.27,37.27,50.57,35.03,60.21,6.38,12.78,11.53,20.59,47.07,23.09,22.9,44.21,27.79,29.25,43.72,23.72,15.78,0.13,78.33,22.92,39.8,32.13,45.46,37.93,30.51,23.72,21.49,14.89,36.71,23.7,11.29,55.84,16.39,43.64,0.0,1.96,25.08,35.92,6.31,50.52,25.92,27.5,38.72,35.96,31.55,30.61,0.0,35.67,29.41,69.38,38.02,30.81,29.11,0.0,0.0,34.07,0.0,24.83,27.56,38.75,66.76,43.25,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,86.87,64.31,67.53,83.15,43.68,88.38,17.99,64.18,61.69,19.44,88.71,62.58,54.26,88.36,97.84,44.28,42.98,1.83,3.72,80.03,34.14,72.92,41.11,3.84,69.98,41.19,51.65,75.49,72.5,83.41,72.66,35.98,49.73,59.29,54.56,3.46,39.39,50.99,72.8,78.57,62.67,99.85,15.97,24.67,26.58,31.8,74.48,33.24,48.49,83.46,56.38,50.56,74.16,44.38,31.02,3.82,125.11,39.5,66.02,63.5,66.05,71.64,54.68,49.76,25.73,21.22,54.44,41.49,27.41,104.68,23.72,68.54,0.0,19.85,52.1,56.36,13.2,83.28,43.33,54.43,66.45,62.17,64.38,57.05,0.0,66.46,57.36,121.27,72.63,56.79,53.74,0.0,0.0,54.89,0.0,42.52,58.08,63.04,112.86,84.59,,,,,,,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,108.58,85.66,82.83,116.77,68.2,113.33,43.21,97.75,79.81,40.73,110.09,75.62,68.14,117.66,121.49,57.87,83.06,19.91,14.83,110.46,55.28,103.95,57.62,20.12,93.44,63.3,82.53,99.61,97.45,97.01,95.94,43.4,72.32,72.19,66.44,12.54,53.28,68.68,99.72,93.19,81.57,122.82,27.16,36.07,43.38,42.48,103.56,49.36,61.76,112.8,73.51,70.04,86.18,50.88,37.8,19.76,153.91,45.84,86.35,92.31,81.36,89.52,72.16,74.81,48.53,35.54,85.41,62.96,48.3,142.43,19.18,72.39,6.16,43.99,77.19,67.47,32.44,100.54,73.84,79.0,96.7,79.57,94.26,83.34,13.43,87.75,83.81,160.25,94.82,83.46,83.11,10.3,14.29,73.72,7.62,57.31,82.43,80.68,137.23,97.49,,,,,,,1.12
,,,,,,,,,,,,,,,,,,,,,,,,,104.47,87.41,84.52,117.14,71.11,120.29,47.91,99.24,99.08,42.72,106.54,88.53,67.18,119.04,110.13,61.45,82.56,44.36,37.67,106.65,66.99,106.42,69.44,42.6,93.85,70.12,89.93,96.86,93.5,91.48,97.47,44.88,83.06,79.65,71.68,40.0,56.68,90.73,98.29,93.94,84.49,124.76,31.26,48.67,57.04,51.93,91.19,42.06,64.76,106.79,67.46,87.21,81.35,55.46,38.12,36.12,148.93,51.75,75.85,106.22,88.92,94.39,71.12,70.65,64.49,34.4,89.65,67.59,66.81,129.8,20.81,76.65,23.52,62.38,78.79,70.51,45.31,91.73,71.27,90.68,107.2,82.34,91.04,88.62,35.91,106.21,86.18,158.58,101.62,96.66,85.16,22.06,37.03,71.95,14.97,81.84,67.73,92.91,130.92,116.11,,,,,,,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,92.82,87.41,83.88,120.12,84.51,124.46,71.3,96.34,125.61,38.29,118.84,98.56,75.22,120.99,114.05,71.73,100.36,48.76,46.36,111.33,84.16,92.43,79.61,61.85,82.77,72.4,83.41,99.95,100.24,113.42,88.59,63.79,94.48,88.73,85.88,50.56,70.02,89.76,102.16,96.61,100.73,137.3,48.73,66.89,75.06,48.15,84.33,51.07,91.32,101.55,88.97,100.0,81.2,69.36,60.51,57.41,157.45,60.71,102.74,108.43,109.67,88.53,78.86,77.94,68.71,54.91,92.25,83.23,78.87,134.13,46.21,78.89,26.72,80.38,91.43,72.2,47.91,95.52,76.24,109.38,122.93,95.75,102.34,87.8,43.48,122.1,71.6,161.51,130.96,102.28,75.24,52.63,54.36,68.14,33.15,109.24,78.86,93.78,131.92,133.7,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,98.6,103.26,79.24,120.04,75.41,124.35,76.6,80.35,113.83,40.88,127.23,81.23,74.84,123.81,106.86,66.95,106.27,49.76,57.0,97.27,96.22,90.31,84.99,66.6,70.36,80.68,73.4,98.57,89.33,118.79,79.7,80.12,103.18,90.26,94.75,59.22,72.42,94.22,92.18,94.55,73.61,120.73,53.06,69.06,85.05,54.15,80.62,61.74,119.42,91.63,88.05,96.47,90.06,65.67,62.09,61.69,144.63,74.74,96.1,93.83,95.22,94.23,74.32,98.85,76.43,68.0,87.94,89.13,83.08,116.7,57.91,73.19,30.35,88.44,83.85,54.17,47.91,100.19,74.92,105.91,111.44,108.8,111.01,85.37,44.7,114.76,74.57,137.13,120.4,96.75,78.8,52.58,56.42,65.05,47.76,107.7,86.25,94.66,126.25,143.35,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,,,,79.41,81.45,85.02,91.82,72.44,112.69,68.04,60.76,84.63,45.55,100.62,65.2,67.77,91.8,86.93,56.68,82.35,54.77,45.77,86.03,87.4,74.7,61.75,55.82,63.94,57.94,65.57,81.6,77.76,87.62,64.71,73.68,72.83,66.15,73.1,59.47,60.36,83.23,69.02,77.19,66.58,99.73,42.75,71.46,72.89,55.46,55.78,49.93,91.04,81.61,83.75,71.73,81.89,56.84,54.36,56.32,123.84,75.62,64.9,77.9,83.49,70.95,58.03,87.55,64.64,59.63,63.14,66.0,58.64,70.72,56.77,61.92,51.57,66.23,79.45,50.99,44.87,86.67,63.17,85.07,95.16,79.22,89.86,78.93,43.65,86.31,72.42,96.65,80.97,72.12,75.23,53.63,61.01,54.08,41.87,94.32,79.4,90.18,106.0,121.77,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,43.0,50.64,51.04,47.17,36.67,67.8,45.17,43.56,43.94,29.63,60.84,43.45,48.9,51.17,50.48,36.15,46.07,46.93,31.07,53.82,52.77,46.78,37.75,37.58,43.42,30.86,39.35,58.86,52.88,42.6,46.59,51.23,46.75,36.69,45.37,40.09,43.01,45.52,38.79,43.67,43.17,56.07,28.96,37.84,37.99,34.97,37.02,32.96,53.07,48.34,51.21,34.53,46.24,37.89,28.48,39.09,75.85,40.04,33.4,43.83,48.0,41.57,29.48,54.04,42.84,33.78,33.06,41.89,35.21,48.16,36.72,36.2,35.71,49.81,52.2,32.62,30.76,55.93,35.08,42.34,57.19,40.72,51.68,43.41,37.84,57.97,48.43,54.43,51.43,39.15,55.59,40.12,34.51,33.77,32.6,51.08,52.45,65.37,69.94,62.65,,,,,,,1.02
,,,,,,,,,,,,,,,,,,,,,,,,,16.28,14.94,16.84,16.78,14.21,25.17,11.74,14.85,15.43,8.85,19.57,17.04,15.57,16.61,13.86,14.22,14.34,15.27,11.51,15.22,18.41,17.22,12.48,11.03,15.9,8.57,12.63,20.18,20.8,14.99,17.22,17.39,16.98,13.88,16.8,14.32,13.09,14.21,14.84,12.7,14.87,19.56,9.78,12.49,9.75,16.76,11.6,10.18,16.71,17.12,16.88,12.65,12.92,13.87,7.34,11.93,25.35,15.96,10.32,18.61,15.67,16.17,10.39,18.12,13.51,11.97,9.75,15.52,10.27,16.8,13.28,14.61,13.19,16.48,16.37,12.41,12.55,21.23,10.8,12.95,16.5,16.95,17.6,15.24,12.54,18.96,16.02,16.92,17.38,12.67,16.93,13.04,12.52,12.23,12.14,13.56,17.53,22.42,21.68,18.38,,,,,,,1.08
