days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
,,,,,,,,,,,,,,,,,,,,,,,,,15.19,11.04,18.09,15.36,15.18,8.97,18.17,13.51,14.95,17.32,10.79,14.71,12.6,11.47,14.12,11.06,14.84,12.09,13.88,15.68,9.85,14.1,16.69,12.05,18.05,9.82,13.09,15.27,12.22,8.06,20.64,10.61,10.97,13.61,10.46,16.99,13.47,14.44,18.19,17.35,14.25,16.87,15.79,13.11,17.59,14.88,8.22,13.89,14.68,15.15,21.31,15.13,18.78,14.69,13.29,17.34,14.87,16.61,12.41,13.38,14.44,22.17,20.55,10.17,10.48,12.35,10.3,20.38,16.99,23.07,18.57,14.59,13.83,20.35,17.52,13.54,9.71,12.78,12.86,16.42,17.63,9.92,21.21,17.18,18.19,15.63,17.14,13.22,11.44,15.4,13.87,17.48,15.09,7.68,16.51,13.46,14.02,16.59,17.55,6.89,,,,,,,1.08
,,,,,,,,,,,,,,,,,,,,,,,,,5.18,4.45,6.88,5.77,5.98,3.02,7.07,5.26,6.35,6.2,4.79,7.33,4.62,5.62,4.81,5.23,5.73,4.77,5.13,6.37,3.71,7.42,5.97,5.07,7.34,3.77,6.06,6.77,5.89,4.15,7.04,4.31,4.67,5.92,4.39,7.0,5.33,5.43,7.78,6.34,5.61,6.22,6.04,5.67,6.79,6.62,3.0,5.46,5.85,6.33,7.49,6.19,7.43,4.77,5.1,6.32,5.65,6.12,4.9,5.29,6.05,7.99,7.43,4.91,3.58,5.45,3.99,8.47,5.35,8.59,7.14,5.12,6.12,8.37,6.56,5.42,4.43,3.82,5.61,6.48,6.96,4.38,8.49,7.15,7.11,6.34,6.77,5.81,5.68,7.12,5.5,6.95,7.37,2.91,6.5,4.9,5.71,6.29,6.98,2.83,,,,,,,1.18
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.28
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,2.53,0.97,1.25,3.0,0.58,0.0,3.38,0.3,3.03,3.77,6.47,0.0,4.91,7.24,1.09,3.03,0.0,3.44,2.42,3.85,2.83,0.35,3.8,4.16,5.04,0.0,5.7,2.97,3.99,0.25,0.0,7.24,3.15,0.0,3.62,4.65,7.27,0.77,0.0,1.47,2.38,0.0,0.0,3.68,1.78,1.99,4.28,8.99,2.97,2.75,2.72,2.3,3.49,0.92,3.9,1.64,3.76,2.05,9.08,5.02,4.31,5.78,2.02,0.0,0.0,4.41,7.94,1.02,1.53,0.69,4.25,8.49,4.62,0.53,9.62,3.51,3.29,3.27,2.07,0.3,1.79,0.0,0.0,2.94,3.36,2.32,2.23,0.0,0.0,2.95,0.0,6.5,4.87,3.52,0.0,2.53,4.28,2.41,1.99,5.04,,,,,,,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,9.98,7.66,7.03,11.07,5.62,0.6,14.59,2.62,11.29,14.35,21.76,0.92,15.68,24.71,5.32,11.5,0.0,14.92,12.57,15.91,11.95,3.12,15.86,14.2,18.35,0.0,20.53,12.35,15.92,2.64,0.31,24.22,13.15,0.91,11.52,18.33,25.28,1.79,0.0,8.21,10.26,0.0,0.0,13.18,7.75,8.79,15.4,31.28,12.83,11.65,9.41,9.01,13.45,4.56,12.84,6.92,14.49,9.53,32.12,17.92,15.28,21.02,11.63,0.61,0.0,15.68,29.27,4.42,5.25,4.3,17.26,28.87,15.92,1.66,34.74,13.5,10.59,10.73,9.33,2.64,7.45,0.0,0.0,12.57,12.97,11.2,8.73,0.0,0.0,10.73,0.0,23.36,20.07,10.69,0.0,9.72,15.59,10.1,9.35,17.53,,,,,,,1.22
,,,,,,,,,,,,,,,,,,,,,,,,,27.97,22.01,28.62,30.87,13.85,5.71,29.89,8.99,25.11,33.24,48.99,5.05,38.36,54.66,17.74,28.61,0.42,36.75,31.55,40.26,31.28,10.39,36.35,32.1,46.38,3.71,45.46,30.28,43.86,8.55,6.46,51.89,30.21,7.35,34.79,41.93,57.1,13.77,6.43,26.0,29.05,0.0,3.11,33.07,20.74,25.93,36.01,71.17,33.18,32.02,25.63,24.79,32.22,12.1,27.77,16.77,34.47,26.75,70.92,41.9,31.91,49.6,28.15,13.99,1.88,36.93,66.53,11.36,17.57,12.79,43.45,64.9,36.23,9.79,78.92,28.15,27.05,29.57,25.07,9.75,22.62,5.95,0.0,35.83,29.0,27.8,27.52,0.0,5.05,33.41,0.0,50.39,46.38,30.38,3.08,30.02,35.11,25.58,25.73,33.68,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,56.07,40.85,51.95,53.41,31.14,19.51,50.94,11.39,42.28,58.23,77.17,15.32,64.86,93.14,31.17,53.66,11.79,67.96,46.65,77.89,46.65,24.31,61.63,55.52,87.09,18.43,80.09,43.24,64.4,27.18,19.96,91.14,52.83,13.98,59.2,65.55,81.94,38.8,17.25,48.06,53.19,8.07,14.33,56.44,33.84,55.1,52.1,112.11,58.11,54.82,46.38,38.8,57.54,26.68,53.03,28.59,54.16,45.96,101.27,71.87,43.28,86.0,49.4,46.73,13.55,71.29,101.33,32.31,33.14,22.02,83.97,94.66,67.51,27.9,118.48,57.48,55.46,57.62,51.95,13.73,45.72,19.89,0.0,59.56,48.41,50.07,48.9,9.64,11.44,65.1,1.41,84.32,75.38,53.52,8.11,54.87,71.07,42.93,49.01,63.72,,,,,,,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,91.72,55.85,58.47,82.77,59.28,47.2,57.31,26.91,63.85,87.14,106.9,35.43,79.95,108.55,29.36,75.6,34.58,86.63,69.35,109.21,69.27,36.34,67.92,81.09,109.27,39.26,96.66,64.79,85.45,38.32,35.83,110.58,76.99,38.3,81.61,85.67,99.93,62.19,38.27,56.55,71.1,16.54,38.99,85.34,52.89,60.58,79.9,150.23,79.69,78.89,60.64,56.92,77.54,51.27,83.76,45.09,71.16,63.82,127.87,97.6,51.62,99.08,69.23,72.71,46.13,91.83,109.86,59.92,50.35,50.31,119.21,117.87,79.69,57.04,139.03,73.01,72.66,83.84,69.86,16.94,64.67,31.9,0.0,90.34,66.81,84.07,60.15,35.67,28.01,84.16,14.2,107.24,103.44,83.93,11.63,62.31,101.08,71.77,78.07,88.79,,,,,,,1.12
,,,,,,,,,,,,,,,,,,,,,,,,,89.66,67.79,56.52,84.24,57.52,80.95,53.94,25.61,66.07,110.28,115.69,36.16,87.51,104.37,57.24,75.25,45.74,102.15,81.79,112.78,87.64,39.47,62.86,87.32,110.99,43.6,107.8,71.96,82.07,38.09,47.89,118.7,83.1,62.33,74.65,75.55,92.18,67.77,51.42,58.82,84.8,18.8,50.32,86.81,70.24,69.12,100.81,151.57,96.24,74.73,74.15,61.98,99.57,71.33,88.95,56.62,81.82,70.4,129.93,95.81,57.84,117.12,66.68,71.2,56.53,91.14,107.39,69.31,68.41,52.67,128.55,127.5,97.43,69.56,129.18,89.9,70.25,86.6,62.14,32.53,68.66,41.71,0.0,103.58,70.27,98.22,61.82,55.88,49.74,103.89,31.25,105.08,90.39,103.32,1.22,77.83,104.76,65.54,83.54,96.68,,,,,,,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,88.97,84.27,75.12,85.65,58.68,94.75,63.08,42.27,81.14,120.74,130.62,44.0,99.7,110.83,72.73,94.81,67.93,122.83,97.91,116.11,92.61,50.1,81.61,91.51,116.22,75.72,114.11,79.42,90.93,49.72,58.45,123.85,107.68,69.22,92.98,91.2,83.18,78.05,69.82,66.37,93.25,34.2,56.09,93.03,62.73,78.53,98.23,155.22,95.16,81.0,83.86,79.44,115.8,85.85,74.94,69.26,96.54,72.09,121.56,111.95,80.19,119.77,86.59,70.7,60.71,109.9,110.99,96.36,85.27,74.08,133.36,142.04,101.47,66.89,115.58,104.69,85.51,83.36,62.03,55.91,78.33,46.36,7.66,110.15,76.52,97.37,52.44,60.99,67.92,124.5,38.87,101.1,95.48,118.64,23.21,83.84,109.89,76.37,91.52,103.92,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,91.82,74.3,80.72,87.01,35.78,96.42,76.01,61.04,90.64,121.76,125.1,43.87,87.59,92.77,85.68,88.99,79.25,126.61,106.66,109.88,94.54,64.21,81.76,93.02,100.14,95.3,111.27,89.02,90.33,76.76,72.17,109.34,123.67,85.06,78.21,100.52,58.72,87.14,64.92,75.61,80.63,32.16,61.75,91.46,64.12,94.94,98.68,143.91,88.27,90.93,90.72,69.87,105.17,100.45,76.1,74.13,77.24,83.02,116.54,103.8,80.19,115.37,100.14,79.29,74.91,96.17,102.58,107.29,82.5,62.21,127.86,135.89,93.73,62.16,100.43,120.83,61.29,94.9,64.34,68.48,67.96,53.34,31.95,100.41,70.05,100.53,72.85,64.4,71.21,124.19,33.61,91.57,95.32,112.44,41.74,83.22,97.55,94.73,89.29,108.96,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,,,,76.09,64.18,70.52,61.2,38.95,76.43,61.45,53.8,86.16,92.91,90.55,48.87,76.61,74.39,77.17,84.79,70.07,97.39,73.25,90.2,73.76,74.16,76.86,92.29,67.34,87.52,91.71,76.62,69.33,67.97,63.84,81.78,99.2,58.99,63.01,65.55,43.85,80.91,54.21,83.52,69.02,26.95,58.09,76.47,50.58,77.48,81.85,112.33,80.15,86.04,61.29,52.13,67.24,82.29,61.38,52.18,74.13,78.32,93.71,70.45,70.5,84.57,96.15,71.19,60.4,76.42,87.13,98.14,76.0,59.63,108.67,111.97,92.99,63.31,68.9,98.91,45.05,77.73,52.15,61.46,50.62,42.16,48.87,87.41,65.23,90.01,58.71,63.42,65.23,94.18,37.53,67.37,64.76,86.78,29.07,66.42,86.37,80.83,65.59,90.68,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,39.61,36.45,37.1,41.72,31.23,59.22,42.11,36.59,48.43,55.71,46.48,35.15,45.66,37.75,51.13,51.32,41.03,55.6,40.7,50.84,44.96,36.95,56.57,51.75,48.71,60.73,55.22,54.93,33.0,44.69,40.27,45.27,52.83,36.26,41.58,31.19,27.03,47.74,34.84,44.06,39.05,20.2,41.5,48.19,31.28,52.15,53.34,72.26,51.59,50.48,37.63,27.29,36.6,48.36,35.44,26.44,47.17,54.14,48.69,51.25,47.11,53.94,55.8,36.69,33.06,44.45,56.99,59.05,45.07,33.82,54.6,68.06,52.09,34.16,35.6,65.56,35.92,47.04,30.76,41.94,40.49,27.29,37.79,44.68,45.17,56.89,29.14,48.52,43.22,51.96,18.75,41.29,37.93,59.46,17.03,32.98,50.49,52.92,37.54,51.34,,,,,,,1.02
,,,,,,,,,,,,,,,,,,,,,,,,,14.33,13.39,12.93,13.65,11.5,19.36,13.48,12.02,15.81,16.91,14.7,11.12,15.15,14.36,17.49,16.36,12.78,19.17,14.87,16.15,15.45,12.86,20.51,19.26,14.74,18.21,17.1,17.04,9.74,15.26,11.84,14.78,17.83,12.78,12.19,12.5,9.28,14.23,10.39,12.38,14.51,9.07,14.4,19.69,9.63,15.69,17.71,21.89,15.52,17.04,10.6,8.49,12.93,18.87,11.54,12.93,16.84,17.39,15.31,16.57,16.18,18.04,17.29,11.72,14.03,15.71,18.49,20.54,15.67,11.72,16.27,20.27,17.75,11.04,9.63,22.11,14.1,16.85,10.02,13.62,14.94,8.96,11.59,16.54,12.15,18.56,12.43,15.7,13.01,17.59,8.57,15.44,13.88,19.66,6.02,9.57,17.28,16.01,11.2,15.83,,,,,,,1.08
