days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
,,,,,,,,,,,,,,,,,,,,,,,,,17.12,12.72,9.21,13.15,14.72,21.65,16.01,18.02,14.78,12.13,15.02,8.51,22.46,11.54,11.76,11.43,15.64,16.35,18.1,21.96,20.16,9.39,15.67,12.39,10.4,10.26,19.28,11.06,17.12,14.83,15.28,14.9,12.65,19.18,13.35,12.05,12.74,16.37,16.66,10.97,19.7,18.26,19.11,10.31,14.05,15.82,13.47,12.14,17.37,12.83,15.57,15.12,12.21,12.6,14.86,18.11,10.46,15.87,16.86,15.45,11.12,11.6,17.77,12.72,9.68,16.92,12.38,16.12,19.33,19.69,12.34,14.94,12.63,16.71,17.04,14.02,11.13,17.7,15.29,16.55,13.35,18.76,17.18,12.2,23.26,16.68,14.58,11.32,23.67,13.34,13.24,9.18,15.85,22.38,13.08,15.44,14.82,16.81,12.79,4.84,,,,,,,1.08
,,,,,,,,,,,,,,,,,,,,,,,,,6.98,5.3,3.51,5.53,5.37,8.05,5.27,5.86,4.76,4.89,7.14,3.77,7.81,5.2,4.58,5.32,6.99,5.93,7.25,8.04,7.64,3.06,7.25,4.7,4.12,4.02,8.17,5.4,7.51,6.63,6.09,5.9,4.39,5.53,5.2,4.58,6.07,6.35,5.7,3.61,8.1,6.79,8.42,5.04,6.09,4.89,6.47,5.13,6.69,4.97,5.94,5.74,5.5,4.89,5.7,6.98,4.81,5.58,6.9,5.54,3.6,3.74,5.98,4.59,4.58,6.94,5.36,6.73,7.55,7.15,4.37,5.71,4.6,7.18,6.55,5.65,4.94,7.33,6.79,7.66,5.56,7.47,6.72,5.33,9.44,6.81,6.74,4.57,9.17,6.11,4.61,4.23,6.5,8.87,6.59,6.82,6.33,7.0,5.44,2.81,,,,,,,1.18
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.28
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,5.4,3.82,4.99,2.15,4.89,2.5,3.22,3.18,2.56,2.27,2.45,1.98,4.4,4.8,5.68,4.51,6.21,2.55,4.35,8.4,4.11,0.19,4.19,4.13,0.0,6.57,0.36,3.86,6.26,0.0,2.83,0.0,2.24,4.46,1.47,3.38,3.51,1.28,2.61,0.77,3.3,6.97,3.65,4.16,0.0,0.0,6.16,0.0,2.87,5.22,3.2,3.3,5.99,3.51,5.42,1.11,3.5,0.61,2.27,0.0,3.24,4.65,3.84,0.0,3.25,4.81,7.77,0.0,3.69,2.92,3.02,6.21,3.01,1.74,6.3,5.25,6.84,2.85,7.48,5.38,6.29,7.28,2.99,0.0,2.34,5.34,0.0,5.03,4.24,5.98,2.29,3.49,2.96,3.23,0.65,0.0,3.48,2.56,0.56,4.36,,,,,,,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,21.31,14.79,18.21,11.66,17.81,11.0,11.53,12.78,10.08,9.33,10.11,8.74,16.09,15.81,21.89,18.04,22.59,10.35,17.1,29.24,15.88,2.51,15.04,14.82,0.0,24.12,3.2,15.1,22.96,0.56,14.72,0.0,10.12,16.96,9.87,12.61,13.1,5.67,11.26,5.17,13.52,24.95,14.4,15.23,0.0,0.0,21.4,0.0,12.23,17.87,12.82,13.31,23.78,12.16,18.4,4.64,15.41,5.25,7.54,0.0,11.18,16.95,16.6,0.0,12.38,19.74,28.03,1.4,14.59,11.54,13.2,21.65,12.35,8.3,22.78,21.0,21.76,12.73,26.11,17.97,22.83,24.35,12.3,0.0,9.64,18.17,3.11,20.51,15.93,21.34,9.18,12.7,8.95,13.01,4.11,0.0,14.81,11.06,3.59,15.92,,,,,,,1.22
,,,,,,,,,,,,,,,,,,,,,,,,,44.66,36.42,42.77,27.45,41.47,27.05,24.98,30.78,30.23,31.14,31.63,23.44,36.83,38.3,53.1,42.81,51.44,26.53,49.07,64.15,38.11,10.91,37.37,37.94,1.8,53.72,11.76,33.0,50.51,10.4,37.31,2.5,24.99,36.98,30.16,28.26,34.53,14.78,24.3,18.74,38.08,52.69,39.25,33.25,0.0,0.66,44.84,4.45,39.23,38.41,39.74,30.94,52.36,36.94,44.01,19.47,39.59,15.15,20.36,3.21,28.69,40.83,33.61,0.0,29.92,47.31,66.27,11.59,30.0,31.32,37.35,49.94,29.03,22.83,53.09,49.24,49.54,30.5,54.25,45.56,56.54,56.24,31.96,5.34,25.59,44.99,10.55,49.82,37.12,52.63,23.74,34.67,21.43,38.14,12.13,3.28,37.1,29.47,17.35,31.26,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,69.56,63.39,68.18,40.52,71.24,58.22,42.97,48.78,63.5,60.64,61.11,50.86,61.47,64.56,100.29,67.45,80.14,45.43,83.08,97.04,65.19,32.32,59.67,66.86,9.68,94.39,29.89,49.08,77.71,19.28,70.83,9.14,43.05,64.93,60.16,49.47,58.78,35.09,47.32,41.78,71.54,81.63,68.54,51.78,5.07,3.01,76.12,25.8,71.16,59.72,74.24,58.54,84.55,62.05,75.73,38.1,69.31,38.29,45.94,14.2,59.98,78.07,57.14,0.0,53.18,75.58,107.28,43.32,56.48,59.32,72.43,86.0,55.81,33.48,95.79,83.27,90.1,65.3,85.44,72.68,95.71,100.73,52.6,19.36,44.29,71.59,30.17,84.21,61.92,93.81,37.92,69.6,46.37,61.38,32.38,12.76,65.49,55.26,44.19,54.95,,,,,,,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,88.18,81.91,84.76,59.53,100.47,99.43,57.08,71.04,84.71,86.83,87.67,75.21,78.22,90.5,142.44,89.04,108.38,74.72,112.29,119.31,87.56,58.09,82.43,86.52,25.55,126.43,46.32,61.16,75.06,25.27,105.32,28.93,62.59,85.17,90.29,78.57,70.49,42.89,74.16,48.21,110.46,110.33,71.63,77.8,21.42,24.15,94.05,37.26,111.78,89.91,101.04,76.01,100.42,85.82,94.82,52.1,82.48,66.91,66.26,42.1,93.54,103.81,76.5,0.0,70.81,97.98,115.48,64.51,88.31,76.7,102.63,111.81,88.83,38.23,111.64,107.27,109.89,92.26,105.96,98.12,125.91,120.5,59.17,29.96,71.39,88.3,42.52,111.24,81.88,120.29,72.02,89.83,69.42,79.12,59.38,11.4,88.89,80.72,62.39,82.7,,,,,,,1.12
,,,,,,,,,,,,,,,,,,,,,,,,,97.59,68.17,88.42,71.39,112.47,113.11,65.19,92.96,78.99,88.46,85.96,86.28,88.5,109.35,123.83,90.64,113.36,92.89,116.88,114.14,102.7,72.05,84.1,101.52,48.8,138.4,53.52,76.44,61.87,20.86,117.68,38.81,72.44,81.14,108.11,86.56,77.27,53.29,71.13,54.5,108.63,102.91,70.37,73.8,16.71,40.04,99.99,44.22,117.25,113.89,97.61,63.17,114.62,83.76,108.96,62.32,85.14,82.09,77.54,48.98,82.83,110.16,82.79,21.37,88.65,96.32,112.43,70.37,82.27,90.01,108.82,128.26,100.2,56.92,90.12,109.98,108.04,87.64,103.45,108.53,126.39,124.63,64.3,39.78,81.95,81.64,49.14,110.98,81.31,122.4,88.42,100.62,87.75,88.89,57.69,22.97,112.03,90.52,59.67,85.13,,,,,,,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,108.31,90.73,85.81,70.29,112.38,116.53,81.22,96.79,98.84,89.74,73.33,101.75,101.06,108.56,118.55,100.64,126.68,106.28,118.03,105.6,130.84,82.62,92.23,115.18,56.28,144.39,49.14,85.7,66.66,24.58,124.37,38.72,66.27,79.95,110.48,88.57,83.33,53.15,74.42,66.26,105.28,94.06,80.33,87.14,46.83,46.97,126.42,49.83,128.35,132.69,100.16,73.79,134.55,85.23,107.46,68.0,98.32,110.86,88.04,62.37,96.92,110.08,107.13,24.53,97.27,121.47,120.51,86.44,105.25,113.05,111.92,138.47,115.6,78.65,105.61,116.33,127.33,121.89,116.52,107.38,145.8,127.98,64.1,53.95,101.5,74.37,59.18,106.24,88.8,131.56,96.16,113.88,89.96,101.18,66.88,61.32,121.79,91.18,70.2,106.04,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,127.1,96.15,79.14,78.29,96.99,102.37,81.57,100.75,101.73,86.24,64.8,112.5,99.95,121.45,113.65,94.69,108.27,97.64,114.52,115.44,118.67,75.41,93.02,132.96,79.03,136.25,74.42,83.91,70.55,25.74,115.71,41.62,58.06,86.4,112.07,94.22,68.89,76.93,79.99,60.8,101.94,111.35,75.18,99.24,59.6,49.63,126.46,48.58,135.01,136.54,86.82,86.68,118.24,102.29,99.22,82.84,111.07,119.4,83.38,68.07,92.14,106.38,100.65,59.07,107.68,122.25,129.77,98.08,99.43,104.92,109.34,136.37,100.49,86.63,105.29,113.18,114.4,121.77,117.66,90.94,118.96,114.88,78.29,69.4,99.99,78.77,76.13,103.41,79.02,122.09,82.31,101.4,77.18,96.45,63.17,53.65,125.82,100.76,86.85,105.19,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,,,,91.0,83.49,82.18,61.28,79.73,92.98,72.75,85.32,86.28,65.02,62.4,98.03,85.05,107.57,84.41,76.56,77.73,77.66,89.99,87.09,95.49,59.61,61.72,112.89,75.1,117.33,73.35,63.85,61.55,21.09,95.92,40.26,51.89,83.04,85.72,78.82,60.63,77.32,74.3,45.64,78.99,94.41,63.83,78.06,49.71,56.06,88.24,44.88,101.74,104.84,84.08,67.84,94.72,87.15,84.03,61.96,91.26,91.43,78.09,66.71,73.25,87.27,84.27,67.27,79.52,86.56,106.73,77.12,83.92,87.6,89.85,105.13,86.57,88.86,81.61,84.79,80.85,98.35,104.86,73.25,77.25,98.9,69.31,65.49,87.99,69.6,64.86,89.83,70.77,89.18,69.99,84.75,62.79,74.58,40.75,53.43,93.65,71.98,70.67,89.09,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,49.17,47.49,47.08,41.4,47.98,52.66,43.08,53.89,56.65,41.7,45.52,52.3,47.9,60.2,49.65,49.78,45.16,48.0,45.29,45.46,57.58,43.99,34.77,70.91,39.27,70.93,53.3,42.9,34.69,12.68,57.68,32.23,35.16,48.75,42.68,42.83,36.26,48.72,52.13,30.11,46.97,60.65,40.65,37.96,31.8,35.54,52.46,38.25,57.57,59.72,63.95,32.52,52.42,52.95,55.85,39.88,56.06,44.95,40.54,45.75,37.07,48.15,49.43,47.27,44.32,41.54,60.99,53.83,51.19,54.57,52.0,50.34,46.22,56.44,42.3,59.34,48.24,54.5,54.93,48.56,38.17,56.66,42.55,32.81,60.03,47.95,45.87,54.78,44.2,45.27,41.15,43.87,40.7,49.39,35.09,36.17,59.96,41.51,41.39,50.0,,,,,,,1.02
,,,,,,,,,,,,,,,,,,,,,,,,,15.95,15.11,14.81,16.68,13.2,13.01,14.8,16.28,17.97,15.49,14.92,16.42,15.56,19.36,17.99,17.46,14.14,16.43,15.41,15.09,19.78,16.78,11.16,22.61,14.36,21.43,19.73,15.57,12.52,7.67,16.47,11.99,11.43,15.66,13.0,14.33,13.49,15.15,19.31,9.43,14.76,19.89,13.58,12.34,11.42,11.14,17.72,12.83,22.95,18.96,22.81,8.34,16.83,18.93,18.51,13.01,15.83,13.91,12.09,14.5,11.97,13.73,14.66,18.17,14.62,14.9,17.58,17.59,15.05,17.89,17.09,14.84,14.3,19.42,15.45,19.76,17.35,16.61,15.93,19.4,12.7,13.67,15.1,11.26,21.45,14.95,17.73,16.62,17.58,14.34,14.79,13.73,15.09,15.85,11.45,14.16,21.27,13.56,15.92,16.57,,,,,,,1.08
