days,len_day,Period_T,R,length_macroperiod,length_microperiod_energy,J,n_scenario,startup_cost,startup_time,initial_stock,capacity_unit,holding_cost,energy_startup,energy_product,D_0,D_1,D_2,D_3,D_4,D_5,D_6,scenario0,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10,scenario11,scenario12,scenario13,scenario14,scenario15,scenario16,scenario17,scenario18,scenario19,scenario20,scenario21,scenario22,scenario23,scenario24,scenario25,scenario26,scenario27,scenario28,scenario29,scenario30,scenario31,scenario32,scenario33,scenario34,scenario35,scenario36,scenario37,scenario38,scenario39,scenario40,scenario41,scenario42,scenario43,scenario44,scenario45,scenario46,scenario47,scenario48,scenario49,scenario50,scenario51,scenario52,scenario53,scenario54,scenario55,scenario56,scenario57,scenario58,scenario59,scenario60,scenario61,scenario62,scenario63,scenario64,scenario65,scenario66,scenario67,scenario68,scenario69,scenario70,scenario71,scenario72,scenario73,scenario74,scenario75,scenario76,scenario77,scenario78,scenario79,scenario80,scenario81,scenario82,scenario83,scenario84,scenario85,scenario86,scenario87,scenario88,scenario89,scenario90,scenario91,scenario92,scenario93,scenario94,scenario95,scenario96,scenario97,scenario98,scenario99,battery_cap,charge_lim,discharge_lim,charge_efficiency,discharge_efficiency,trans_efficiency,energy_purchase_price
,,,,,,,,,,,,,,,,,,,,,,15.28,15.75,19.51,20.19,13.98,19.29,9.35,13.16,16.3,14.21,16.66,15.99,13.83,7.74,11.88,13.0,15.36,17.83,13.32,23.66,15.74,12.71,16.88,14.91,19.23,18.68,12.56,12.49,13.75,10.28,13.37,10.19,15.1,16.98,14.37,20.8,15.43,11.57,16.53,19.92,14.89,17.88,12.34,14.91,21.34,15.69,13.95,16.45,9.15,18.09,12.36,14.8,12.77,18.2,15.82,13.44,15.82,14.65,13.42,14.08,13.2,15.72,15.2,11.0,13.96,16.48,14.8,19.7,14.72,15.24,18.02,18.09,14.92,12.53,18.13,6.43,17.3,14.93,13.6,20.12,15.0,19.16,16.88,14.91,15.4,14.06,18.18,17.93,13.13,18.5,13.36,13.16,18.5,13.08,13.48,11.75,15.22,16.87,12.58,14.94,,,,,,,1.08
,,,,,,,,,,,,,,,,,,,,,,6.49,5.45,7.01,6.98,6.3,7.99,4.34,4.85,5.69,5.79,6.16,7.11,5.31,4.66,4.89,5.62,6.29,6.32,5.09,8.45,6.08,6.34,7.19,6.2,7.02,6.97,4.54,4.89,5.6,5.53,6.31,4.28,5.28,6.68,6.14,7.49,5.79,4.37,7.03,8.2,5.72,7.58,5.37,6.45,7.94,6.19,5.43,6.53,3.96,6.92,5.68,6.09,5.85,8.19,6.33,5.06,6.75,5.43,6.1,5.75,5.13,7.11,6.26,4.7,6.15,5.84,6.15,7.2,5.35,6.01,7.22,7.78,6.27,4.42,6.81,3.41,7.58,6.51,6.08,7.94,5.5,6.9,6.6,5.22,6.47,4.83,6.57,7.78,5.48,5.88,4.96,4.87,6.9,4.94,3.86,4.34,5.88,7.35,4.18,6.12,,,,,,,1.18
,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.28
,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.1
,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,4.79,1.44,3.92,1.22,1.59,0.0,3.7,2.16,4.27,1.87,2.63,0.0,0.0,2.83,3.53,3.81,3.55,2.03,4.88,3.7,0.25,0.0,7.52,2.11,3.91,6.76,0.79,1.09,4.86,7.05,5.45,4.1,6.63,0.62,2.98,4.03,1.71,4.12,1.71,0.41,3.51,0.0,3.33,3.78,4.89,4.06,0.0,3.42,2.58,3.16,2.6,2.09,3.28,4.17,5.5,1.87,0.89,2.61,1.61,1.89,4.82,4.71,5.07,1.68,3.19,7.24,0.0,2.63,7.96,4.61,5.51,0.0,0.0,0.0,3.41,4.42,2.16,0.0,4.3,1.19,1.17,3.26,2.84,6.61,2.7,3.54,2.68,0.0,2.75,0.0,5.38,0.52,3.02,2.03,1.45,1.77,1.08,0.0,0.0,3.92,,,,,,,0.96
,,,,,,,,,,,,,,,,,,,,,,19.37,7.65,16.01,5.72,7.94,0.0,14.57,9.48,18.05,8.73,10.19,0.0,1.04,13.6,13.6,14.83,15.25,8.44,17.6,13.33,4.56,0.0,26.45,9.19,14.4,25.97,4.39,5.78,17.55,25.76,19.69,14.11,23.76,3.8,10.76,14.28,7.53,14.82,7.55,4.29,14.39,0.0,14.82,15.35,17.18,16.09,0.0,13.77,11.22,14.32,9.91,10.93,9.42,16.0,19.97,8.7,6.19,8.78,7.1,10.41,18.42,16.36,21.31,8.56,9.53,24.72,0.0,12.03,24.82,17.48,20.28,0.0,1.63,0.0,15.03,15.14,9.77,2.5,16.28,7.49,7.44,13.19,11.2,21.47,10.16,14.49,11.47,0.0,11.26,0.0,19.29,4.24,10.49,8.45,6.28,7.07,5.0,1.73,1.3,16.74,,,,,,,1.22
,,,,,,,,,,,,,,,,,,,,,,46.71,20.38,31.42,16.43,21.44,0.0,36.33,24.83,37.48,26.1,25.81,0.0,13.72,38.73,29.35,33.95,43.58,17.41,40.79,32.96,13.21,7.97,59.67,25.76,32.85,58.25,13.6,15.71,39.04,54.34,46.92,29.07,56.52,12.62,22.18,32.32,26.49,42.32,22.03,20.79,31.82,3.03,36.22,35.48,39.05,42.09,0.0,40.97,31.65,38.42,23.74,27.32,21.73,37.35,44.58,26.13,16.87,22.51,18.18,31.95,43.11,41.49,46.3,19.43,22.5,57.45,3.75,32.41,52.72,40.36,46.96,0.0,8.23,1.42,33.52,37.29,28.77,11.1,39.22,23.52,26.41,35.44,25.29,51.58,26.02,30.89,25.32,0.0,29.02,3.83,43.26,13.54,27.35,22.15,21.78,21.52,12.38,11.45,11.54,34.91,,,,,,,1.26
,,,,,,,,,,,,,,,,,,,,,,69.79,25.16,48.64,27.71,44.72,0.0,73.23,52.0,63.41,48.94,49.47,6.13,36.58,71.07,52.71,52.99,77.66,47.2,74.73,63.99,21.61,21.61,92.36,47.3,46.01,93.34,28.17,33.05,59.58,87.25,85.84,54.15,97.79,32.98,41.19,57.47,53.89,64.24,40.54,44.24,60.25,9.34,71.57,67.76,70.07,69.76,4.87,66.88,57.68,65.98,47.57,43.88,40.43,70.53,66.68,50.13,21.65,54.69,39.95,61.54,82.47,69.16,74.63,44.35,36.24,93.98,24.32,62.82,84.83,72.71,81.39,0.0,17.51,12.13,61.37,70.0,54.57,24.33,60.8,44.42,50.88,68.28,45.69,84.79,45.43,52.89,53.2,0.0,59.01,14.94,74.35,33.07,56.86,37.1,46.09,40.05,27.87,32.97,23.67,59.31,,,,,,,1.2
,,,,,,,,,,,,,,,,,,,,,,96.79,50.1,59.28,48.28,61.5,0.0,102.03,81.66,68.55,60.94,64.66,14.83,59.69,103.01,77.48,85.24,105.56,69.84,85.63,85.74,46.29,44.88,110.85,59.81,65.13,122.56,32.51,64.27,67.21,111.39,118.4,57.58,127.01,51.81,66.61,76.73,78.96,65.48,58.97,49.62,83.15,11.89,99.09,96.8,100.75,84.33,14.82,93.11,67.51,81.47,62.49,54.61,51.11,104.81,87.33,65.93,38.34,85.93,50.72,78.56,126.3,95.51,96.52,57.48,39.03,141.2,48.01,91.24,106.91,97.01,95.69,0.0,35.14,13.64,96.77,79.73,81.94,36.72,76.23,63.43,80.67,87.04,67.46,104.65,63.77,70.08,79.36,20.94,80.96,12.79,98.74,54.83,74.2,54.67,65.78,59.14,65.46,50.14,47.47,72.98,,,,,,,1.12
,,,,,,,,,,,,,,,,,,,,,,112.64,59.08,66.76,64.53,59.54,22.37,111.19,92.14,82.05,66.55,64.26,25.02,87.31,104.04,86.95,109.31,108.67,61.81,84.93,83.89,59.8,43.02,119.42,68.35,82.53,129.86,34.75,78.61,60.79,108.17,108.9,66.73,129.25,64.55,79.43,86.21,79.55,79.3,75.38,50.37,93.88,32.56,102.71,107.84,98.35,90.25,27.15,102.95,70.49,83.07,67.28,65.54,62.56,104.42,82.26,64.37,45.49,103.34,57.99,89.1,129.83,106.36,102.61,66.05,38.75,144.99,68.64,88.82,103.63,88.28,101.17,10.45,45.75,23.59,112.28,79.02,95.94,56.41,89.77,77.9,96.73,79.91,75.38,91.8,66.1,74.41,85.88,27.42,78.01,20.13,121.61,72.03,76.14,68.83,65.88,56.18,68.71,36.92,62.09,73.31,,,,,,,0.8
,,,,,,,,,,,,,,,,,,,,,,113.31,54.6,70.91,86.38,62.28,39.54,121.56,116.74,96.85,92.79,86.91,45.51,96.55,116.78,88.56,125.33,111.81,67.98,98.75,100.25,80.1,52.73,127.82,87.64,100.78,127.4,46.95,84.3,66.7,114.86,99.8,73.42,124.84,75.29,89.45,92.31,72.19,88.18,77.59,65.47,106.43,47.16,97.32,110.22,111.28,98.7,42.49,115.21,66.78,69.96,76.33,88.8,76.33,96.05,85.76,81.89,74.98,111.39,65.47,110.94,145.3,118.73,122.12,71.83,48.7,152.4,68.79,92.41,111.27,86.45,109.07,24.53,53.5,47.26,128.23,88.87,92.24,88.54,102.83,82.39,115.62,79.59,76.77,92.78,64.59,81.45,87.42,55.64,103.96,36.51,127.31,70.59,92.61,82.06,76.26,63.16,81.13,65.87,79.1,89.2,,,,,,,0.74
,,,,,,,,,,,,,,,,,,,,,,98.9,48.72,72.15,92.54,60.49,65.26,98.59,108.94,112.77,102.84,80.15,61.69,92.14,119.5,104.87,130.07,99.81,62.95,94.3,109.85,86.09,49.54,108.73,87.06,115.08,117.48,56.17,70.5,64.2,103.38,79.75,73.26,128.6,74.53,94.18,85.83,63.28,92.39,74.11,74.96,105.43,57.78,94.57,96.07,109.61,87.72,50.98,119.24,69.55,67.16,79.8,82.7,81.55,86.04,87.78,86.52,96.07,106.39,64.49,132.1,130.43,113.47,124.49,56.67,47.27,142.03,59.69,99.62,105.27,91.88,106.13,39.02,74.78,69.4,114.47,85.14,92.36,85.32,86.83,75.46,104.88,73.93,82.56,82.79,63.83,84.76,84.66,70.09,110.51,43.87,120.9,57.07,105.34,76.53,62.18,71.67,99.46,68.76,86.63,95.83,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,,,,73.84,48.36,72.9,79.25,59.11,65.02,86.86,88.23,91.46,80.7,65.38,63.58,87.5,101.69,80.68,105.8,77.87,50.32,88.3,82.67,73.08,53.45,87.01,75.42,83.1,79.84,45.51,55.0,60.02,72.3,68.48,68.13,91.97,77.8,92.54,67.7,45.96,83.38,63.14,73.24,82.76,48.07,87.6,85.06,97.18,61.36,47.57,94.3,57.3,66.33,82.55,80.75,66.62,66.16,69.64,85.38,78.42,98.08,65.07,99.14,87.52,92.24,113.78,39.2,48.14,108.13,54.3,76.79,99.18,76.95,80.67,38.9,63.22,62.29,97.71,58.59,68.1,66.02,81.71,60.09,77.78,59.06,79.78,64.78,51.73,82.14,78.29,60.29,90.84,43.64,92.05,45.33,94.38,58.82,50.51,63.16,86.21,65.38,78.02,79.68,,,,,,,0.9
,,,,,,,,,,,,,,,,,,,,,,39.67,32.2,44.37,43.79,31.86,42.53,51.01,58.16,52.9,49.81,34.89,43.97,47.08,58.62,46.13,61.28,43.8,27.43,57.52,45.33,41.61,32.36,54.57,42.45,52.64,44.23,30.8,32.23,36.15,37.78,48.34,42.29,51.88,43.12,55.73,42.81,20.52,46.65,43.5,48.75,52.66,36.81,48.01,53.53,54.4,39.57,32.62,53.51,36.74,43.25,52.96,50.7,38.89,33.45,49.1,49.37,48.58,61.05,39.26,50.55,48.59,54.06,72.11,30.9,24.08,62.26,39.31,49.01,56.43,51.34,49.53,27.55,38.19,35.35,58.81,41.31,36.84,32.7,41.38,35.96,52.12,36.82,51.45,39.71,23.35,41.3,47.08,38.07,57.28,28.99,47.89,36.14,57.74,37.42,39.11,37.23,43.84,50.88,43.77,44.56,,,,,,,1.02
,,,,,,,,,,,,,,,,,,,,,,12.17,12.11,15.69,15.18,12.07,12.85,17.79,18.25,16.77,14.92,12.74,14.87,15.01,16.78,14.15,18.62,16.59,9.59,19.34,15.46,12.86,10.93,18.6,12.4,16.64,16.27,11.0,8.67,9.93,13.89,16.41,14.73,16.74,15.18,17.98,15.32,10.7,15.55,17.15,16.34,15.57,14.33,15.72,17.26,18.84,14.86,11.52,14.96,12.67,12.44,18.0,15.94,14.12,10.73,16.73,18.47,18.53,20.91,13.73,15.9,15.59,18.62,22.59,11.3,9.42,21.22,12.14,17.33,18.91,18.17,18.82,11.98,12.1,9.72,19.16,17.26,13.47,13.9,15.56,10.13,15.65,12.09,15.34,14.15,10.46,14.98,15.52,12.13,21.65,11.47,16.38,14.83,18.34,15.73,14.87,13.41,16.96,16.25,11.85,16.89,,,,,,,1.08
,,,,,,,,,,,,,,,,,,,,,,4.05,5.59,6.12,5.91,5.34,4.85,5.61,6.43,6.79,5.36,5.11,6.32,5.63,7.19,5.0,7.42,6.79,4.77,8.13,6.29,5.82,4.92,6.29,4.0,6.21,6.83,3.96,3.42,4.09,4.82,6.01,5.76,7.68,6.58,7.33,6.58,4.69,5.81,7.01,7.07,6.47,5.66,6.92,7.45,7.31,6.78,3.76,6.2,5.33,4.69,7.12,6.8,6.31,3.57,6.37,6.97,7.17,8.27,5.53,6.36,6.98,6.99,8.75,5.29,3.77,7.35,5.04,8.24,6.96,7.67,7.65,5.16,6.04,3.75,6.45,7.84,5.05,5.47,7.02,3.54,5.72,5.9,7.28,6.89,4.42,6.4,6.63,5.41,9.83,5.55,6.24,7.21,7.18,7.16,6.82,5.64,5.52,6.41,4.5,7.4,,,,,,,1.18
